PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
L84030,BERKELEY PLACE SURGERY,7684,23208,22593,22170,24675,19439,17871,21633,18360
L84031,STOW SURGERY,5513,22252,24049,26127,20457,24383,27123,12267,14753
L84032,LOCKING HILL SURGERY,9318,21952,18419,17435,20611,22686,24056,19983,21772
L84033,THE PORTLAND PRACTICE,13755,22755,21345,21614,21450,19637,20287,19551,23609
L84034,"PARTNERS IN HEALTH, PAVILION FAMILY DRS",13714,17409,16265,18065,12884,14826,19737,14307,22064
L84036,SEVEN POSTS SURGERY,10005,25729,24261,23800,22131,24465,25562,16029,26319
L84037,HOLTS HEALTH CENTRE,10632,17876,20581,19844,15950,23999,22838,11220,13180
L84038,COTSWOLD MEDICAL PRACTICE,10086,23430,25550,27885,23610,28488,27068,10939,12442
L84039,STROUD HC,7881,22858,19471,18553,21378,22816,25396,19771,21952
L84040,THE LECKHAMPTON SURGERY,12795,28807,27005,27048,28980,25504,25753,22029,23027
L84041,OVERTON PARK SURGERY,11699,21721,20938,20645,23356,18612,18261,19863,19339
L84042,LONDON MEDICAL PRACTICE,5135,15187,15489,14915,14698,11064,17837,14468,18468
L84043,CHIPPING CAMPDEN SURGERY,4843,24174,23185,24522,22446,26310,28916,8469,19638
L84044,MARYBROOK MEDICAL CENTRE,4927,23112,22540,23413,16761,24910,30027,15102,16784
L84045,MITCHELDEAN SURGERY,6074,19309,21555,19318,19315,22887,29701,12938,9379
L84046,DOCKHAM ROAD SURGERY,6126,13518,12719,10178,9164,18379,22400,18565,16519
L84047,CHURCHDOWN SURGERY,13657,25277,23597,23321,21733,22476,29092,18755,21549
L84048,"THE STOKE ROAD SURGERY,",9790,26660,25003,25135,22414,26841,27945,15271,25093
L84049,THE ROYAL WELL SURGERY,6728,19583,18804,19196,18767,17199,16600,18724,20969
L84050,ROSEBANK HEALTH,23319,16354,15499,16891,12118,13845,19141,14341,21765
L84051,CHIPPING SURGERY,8417,27764,25409,26381,24831,27779,29550,19824,19997
L84052,GLOUCESTER CITY HEALTH CENTRE,7860,8575,8941,9325,7490,7264,11108,14159,14000
L84053,HILARY COTTAGE SURGERY,7316,26127,25376,26981,23213,27839,29909,11988,18840
L84054,WATLEDGE SURGERY,7478,21694,21773,22190,15301,22295,26132,14892,18881
L84055,LECHLADE MEDICAL CENTRE,4699,24679,24638,25304,22710,26443,25370,16411,19602
L84056,THE CORINTHIAN SURGERY,8703,17810,17118,17579,16696,15980,15523,18253,21131
L84057,BARNWOOD MEDICAL PRACTICE,5903,21098,20802,19676,17960,14984,25003,16812,21206
L84058,ST.CATHERINE'S SURGERY,9832,16724,15969,16543,15090,15129,15263,17964,21490
L84059,ROYAL CRESCENT,6971,19361,18794,18866,19057,17192,16385,18766,20499
L84060,CAM & ULEY FAMILY PRACTICE,10158,23950,20780,20804,19679,21956,28767,19550,23327
L84063,RENDCOMB SURGERY,3866,20354,27181,27654,27755,30480,27857,4091,6616
L84065,PRICES MILL SURGERY,8588,25501,21403,21405,25014,24181,26527,21726,21664
L84067,LONGLEVENS SURGERY,7171,25984,25812,25711,20134,18652,29393,17777,22614
L84068,MANN COTTAGE SURGERY,3790,21516,22660,22023,18807,25120,28670,10506,17801
L84069,COLEFORD HEALTH CENTRE,7167,15841,13903,13120,9752,19725,26178,18507,21406
L84070,HIGH STREET MEDICAL CENTRE,5709,21164,18149,18535,16366,19771,28015,17680,23106
L84071,BRUNSTON PRACTICE,5739,15946,14762,13896,10429,19666,26702,18510,17507
L84072,WHITE HOUSE SURGERY,4424,21268,22558,22054,19433,25037,28905,9772,16878
L84073,ACORN PRACTICE,4225,21803,18872,18107,17133,20200,27534,20803,23102
L84075,WALNUT TREE PRACTICE,4719,21737,18662,17753,17090,19905,27344,21319,23400
L84077,STROUD VALLEYS FAMILY PRACTICE,4145,22394,18872,17942,20739,22336,25129,20160,22521
L84078,FRAMPTON SURGERY,4999,24421,26100,25436,22198,27721,26522,10135,10779
L84080,REGENT STREET SURGERY,4141,22393,19634,19326,17728,20770,28267,17387,22669
L84081,KINGSHOLM SURGERY,5014,10751,11117,12217,12692,8795,13177,10641,13834
L84084,BROCKWORTH SURGERY,8875,18912,16894,17464,13357,18401,23760,20311,20933
L84085,SEVERNBANK SURGERY,4231,16015,14457,13370,11143,19311,24590,20042,18613
L84604,JESMOND HOUSE PRACTICE,5023,21360,21715,21931,16254,22165,25431,14777,17295
L84606,COLLEGE YARD & HIGHNAM,4586,17272,17850,17837,20028,18653,21295,6227,16676
L84609,ST.LUKE'S MEDICAL CENTRE,4009,22049,19408,18742,21888,22148,23600,18496,19430
L84613,STONEHOUSE HEALTH CLINIC,2758,21099,18204,18548,16723,19710,27726,17346,22882
L84615,NEWNHAM SURGERY,3232,14657,16480,12072,18646,15813,24656,14087,7452
L84616,CRESCENT BAKERY,6014,21169,20444,20494,21095,18695,17807,19229,20358
L84617,QUEDGELEY MEDICAL CENTRE,4732,20590,18833,21202,15670,17988,22252,12526,25720
L85001,FRENCH WEIR HEALTH CENTRE,16012,18057,18788,16985,18594,16218,16745,14254,17252
L85002,WELLS HEALTH CENTRE,11384,19742,19321,17817,19738,21239,23001,12716,18638
L85003,EXMOOR MEDICAL CENTRE,3852,10030,16158,17221,12664,18016,25911,2521,711
L85004,"CREWKERNE HEALTH CENTRE, CREWKERNE",11367,17724,18113,17472,14797,18109,23333,16925,15035
L85005,BUTTERCROSS HEALTH CENTRE,5019,19431,20158,19439,16838,20300,24428,14072,14370
L85006,CROWN MEDICAL CENTRE,9275,16722,17605,17286,16755,16293,13000,12879,18938
L85007,"CHURCH STREET SURGERY, MARTOCK",10996,19617,20360,19452,19114,20708,23303,14741,14067
L85008,FROME MEDICAL CENTRE,28944,17105,16697,16566,14399,18007,16152,17735,20110
L85009,WEST SOMERSET HEALTHCARE,10041,9781,12112,10207,9869,12125,20909,14008,13531
L85010,HIGHBRIDGE MEDICAL CENTRE,13502,13396,14883,12769,10567,15164,16754,16275,12749
L85011,CHEDDAR MEDICAL CENTRE,7572,23547,21325,21347,23100,22585,21780,20250,18884
L85012,WELLINGTON (R),14659,17927,17546,18500,16464,19275,21187,14913,15603
L85013,QUANTOCK MEDICAL CENTRE,3219,16967,19696,17886,15721,22476,24385,16131,4967
L85014,THE BLACKBROOK SURGERY,10054,15093,16073,15127,15222,14847,13650,12334,17604
L85015,"PRESTON GROVE MEDICAL CENTRE, YEOVIL",12770,17668,18341,16757,15659,16244,16459,16855,18396
L85016,BURNHAM MEDICAL CENTRE,16049,15757,16199,12214,13239,14656,18086,18787,18418
L85017,"PENN HILL SURGERY, YEOVIL",9736,16055,16825,15383,14263,15489,14928,17228,17019
L85018,CANNINGTON HEALTH CENTRE,5287,17312,21169,19751,14669,20884,23512,16488,6861
L85019,HARLEY HOUSE SURGERY,7042,13894,13950,12176,10907,13964,21836,16851,15583
L85020,BECKINGTON FAMILY PRACTICE,9222,21426,21512,22079,21125,22784,19148,13408,15577
L85021,COLLEGE WAY SURGERY,12492,25141,24469,22402,26489,21563,26228,14753,21599
L85022,"HENDFORD LODGE MEDICAL CENTRE, YEOVIL",11405,16539,17246,15675,14535,15525,15294,17265,17867
L85023,ST JAMES,13549,17479,18186,16535,18854,15407,14633,15707,17957
L85024,EDINGTON SURGERY,7497,16679,20301,19327,17971,21063,20745,11460,5838
L85025,CRANLEIGH GARDENS MEDICAL CENTRE,9218,12097,13149,12896,9441,13494,14595,18217,10059
L85026,"HAMDON MEDICAL CENTRE, STOKE-SUB-HAMDON",5178,19697,18199,19175,18759,20802,21732,20046,10548
L85027,WINCANTON HEALTH CENTRE,8590,18189,19613,20429,13962,22249,20640,11436,17025
L85028,"SPRINGMEAD SURGERY, CHARD",6538,15524,16715,16207,12715,18461,17375,15150,17916
L85029,L85029 (VINE SURGERY),8185,19257,17548,17267,16137,19625,21564,19396,20199
L85030,"ESSEX HOUSE MEDICAL CENTRE, CHARD",9228,15187,16184,15853,12478,18009,17042,14835,18164
L85031,MILBORNE PORT SURGERY,5586,20822,19318,20361,16845,23030,26564,19411,14547
L85032,BRUTON SURGERY,5973,19429,21891,23469,17681,25183,26242,10402,8854
L85033,LANGPORT SURGERY,12017,17027,20565,18406,18330,21146,22198,9746,9685
L85034,WELLS CITY PRACTICE,6942,19731,19368,17780,19774,21313,22945,12515,18748
L85035,EAST QUAY MEDICAL CENTRE,14670,13658,14646,14224,10560,14963,15617,17614,11482
L85036,QUANTOCK VALE SURGERY,5501,21263,24185,22042,20023,22569,24288,11432,14402
L85037,NORTH CURRY,3908,16342,21923,22027,25282,22478,24813,4446,1766
L85038,LISTER HOUSE PARTNERSHIP,6567,17664,20433,21870,21131,24112,27009,9032,6629
L85039,GLASTONBURY SURGERY,13029,16955,17043,15874,17050,18898,17438,15171,18037
L85040,"MILLBROOK SURGERY, CASTLE CARY",4793,21006,22787,24063,18105,24781,27512,12779,14006
L85041,IRNHAM LODGE SURGERY,6611,14103,14040,12124,10805,13852,21787,16913,16269
L85042,TAUNTON ROAD MEDICAL CENTRE,14317,11692,12295,12018,9533,13447,13138,19312,10942
L85043,PARK MEDICAL PRACTICE,10372,18937,19494,20121,13896,19942,20011,15282,19107
L85044,QUEEN CAMEL MEDICAL CENTRE,5527,19382,24604,26842,21974,27044,27496,4710,4315
L85045,WESTLAKE (C),2153,18326,21509,19806,19201,20005,20045,11591,8994
L85046,MENDIP COUNTRY PRACTICE,5185,17106,18748,17187,15783,18329,21350,9659,17434
L85047,GLASTONBURY HEALTH CENTRE,6425,13711,13502,12285,16167,15936,13717,15160,17553
L85048,"RYALLS PARK MEDICAL CENTRE, YEOVIL",6149,15756,16566,14926,13658,15032,14620,17675,17126
L85050,LUSON,5842,17561,16993,18094,15995,18765,20624,15522,15744
L85051,REDGATE MEDICAL CENTRE,6564,11346,12398,12128,7631,13265,15171,17033,10598
L85052,WARWICK HOUSE MEDICAL PRACTICE,6772,17422,18154,16605,18526,15819,16997,14864,18547
L85053,GROVE HOUSE SURGERY,6559,18382,19069,19207,14265,19876,18258,14473,19812
L85054,SUMMERVALE SURGERY,7281,18174,18887,20070,17410,22200,24384,9221,11601
L85055,AXBRIDGE SURGERY,8580,22832,24409,24346,25578,24825,25826,12601,11184
L85056,NORTH PETHERTON SURGERY,5490,16681,18130,17935,17382,20879,17263,18315,9946
L85060,L85060 (VINE SURGERY),4147,19208,18203,17875,16990,20371,21979,17287,18352
L85061,THE MEADOWS SURGERY,3454,17629,18333,19491,16748,22046,23999,9383,10993
L85062,LYNGFORD PARK,5707,12769,13361,12664,11513,12460,11597,15931,17776
L85064,"OAKLANDS SURGERY, YEOVIL",3631,13893,13869,13135,9630,14657,12480,20742,19470
L85065,DUNSTER SURGERY,2232,10911,14117,12421,11078,13716,21354,9407,6431
L85066,"ILCHESTER SURGERY, ILCHESTER",3413,21573,23776,25962,15980,22159,24712,14059,14613
L85601,BRENT AREA MEDICAL CENTRE,2656,20309,21016,18708,20682,23827,23816,8191,13489
L85602,BRENDON HILLS SURGERY,1734,10780,17631,17028,16807,16036,24172,4469,3501
L85607,SOMERSET BRIDGE MEDICAL CENTRE,3803,13625,13018,14900,11385,17531,13898,20320,9784
L85608,PORLOCK MEDICAL CENTRE,1920,12868,17285,18450,13346,20792,22697,7310,2756
L85609,CREECH,3416,21396,23083,21445,23268,21843,18406,12578,14222
L85611,OAKHILL SURGERY,2636,19030,21807,21286,19870,23390,22410,5431,10680
L85612,VICTORIA PARK MEDICAL CENTRE,4498,11805,12474,12369,9103,13670,13298,17696,11422
L85616,VICTORIA GATE SURGERY,4247,11942,12956,11366,14358,11821,8597,16396,15130
L85619,"TAWSTOCK MEDICAL CENTRE, CHARD",4929,15030,16463,16097,12712,18425,17477,14497,17188
L85620,WEST ONE SURGERY,1824,17345,17898,16770,14980,18062,22749,16856,14517
L85624,"CHURCH VIEW SURGERY, ILLMINSTER",2178,18781,22261,23286,21642,22342,25344,7352,6187
M81001,ST STEPHENS SURGERY,10737,15010,16162,15927,12282,11948,16184,8881,24892
M81002,ELGAR HOUSE,14300,14092,15148,14991,11319,11158,15768,8833,24983
M81003,WESTFIELD SURGERY,9237,12015,13350,13924,12197,17372,18648,11903,8624
M81004,RIVERSIDE SURGERY,13800,18397,19702,18348,13257,21926,18646,13849,16590
M81005,NORTHUMBERLAND HOUSE SURGERY,12549,12671,13221,12204,10714,14980,12546,15332,14842
M81006,SEVERN VALLEY MEDICAL PRACTICE,20120,22051,21680,21801,22235,20138,20143,13519,18034
M81007,BREDON HILL SURGERY,5392,25790,25801,26497,25278,27604,26682,13260,13464
M81008,SPRING GARDENS GROUP MEDICAL PRACTICE,15129,16134,16411,16257,17534,15581,14493,17156,12122
M81009,GOLDEN VALLEY PRACTICE,5081,14373,20586,22575,19305,24630,29554,2863,1461
M81010,FOREST GLADES MEDICAL CTR,7162,13104,13608,12361,11583,14636,13479,14819,15585
M81011,OMBERSLEY MEDICAL CENTRE,4029,17605,22165,22992,24294,28981,17552,3831,4132
M81012,ST.KATHERINES SURGERY,8808,19230,20422,21832,19526,24471,23540,11745,11543
M81013,KING STREET SURGERY,8846,18563,18549,17867,14152,18685,23999,17646,13771
M81014,GREYFRIARS SURGERY,6258,16358,16756,16157,12089,17231,20963,18214,13422
M81015,STANMORE HOUSE SURGERY,8206,17307,17862,16103,15201,17305,16006,16342,16214
M81016,THE MARCHES SURGERY,8855,13125,14786,15457,12961,18473,21219,10309,8525
M81017,ELBURY MOOR MEDICAL CENTRE,12326,12000,12158,12105,11715,11877,11168,17216,14633
M81018,WEOBLEY SURGERY,5527,13806,19027,20858,19645,24031,28925,6153,1160
M81019,WINYATES HEALTH CENTRE,15765,14295,16209,15437,11277,11071,17051,6530,27593
M81020,THE DOW SURGERY,11197,14176,15119,15101,11501,11203,15400,9145,24160
M81021,NEW ROAD SURGERY BROMSGROVE,12593,23895,23554,22232,23016,22952,19826,16654,24592
M81022,HARESFIELD HOUSE SURGERY,14376,18640,18020,18502,19703,18853,17235,16662,14554
M81023,SARUM HOUSE SURGERY,10990,17500,17576,16904,13724,18170,22061,19266,13341
M81024,MUCH BIRCH SURGERY,4757,14555,23184,22801,20228,27197,29992,1399,1297
M81025,NEW ROAD SURGERY,5545,17940,17556,16837,16666,16127,14480,18016,17478
M81026,MOORFIELD HOUSE SURGERY,14764,16051,16088,15577,11427,16287,20319,19310,14210
M81027,HAGLEY SURGERY,6911,30063,29164,28740,30150,28076,23619,18845,23382
M81029,BARN CLOSE SURGERY,7361,21598,22034,22108,19590,26060,25051,11229,16279
M81032,CANTILUPE SURGERY,11961,19979,19272,18253,16419,19491,23508,21542,15251
M81033,GREAT WITLEY SURGERY,6354,20142,24115,25496,26623,29438,27040,4414,3584
M81034,SALTERS MEDICAL PRACTICE,9637,17907,17831,16705,16529,20277,19221,12814,20310
M81035,ST MARTIN'S GATE SURGERY,11784,19636,19478,19556,20318,18894,18358,16259,15263
M81037,THORNELOE LODGE SURGERY,10287,19051,19633,18918,21034,17947,16714,18591,11935
M81038,UPTON SURGERY,10574,16971,20224,19833,23777,23903,23484,6371,7983
M81039,WHITEACRES MEDICAL CENTRE,8178,20093,18230,16904,21992,21687,20144,16440,19117
M81040,YORK HOUSE MEDICAL CTR.,12320,15102,14901,13953,14374,18278,14504,11278,17553
M81041,HILLVIEW MEDICAL CENTRE,8614,16711,17388,17105,13733,12983,16936,10581,26082
M81042,TENBURY SURGERY,9387,16710,21218,21547,17954,24864,27504,10571,3933
M81043,THE MORTIMER MEDICAL PRAC,7899,16812,21311,22303,19275,25035,28378,7823,2392
M81044,ALTON STREET SURGERY,10534,16607,18178,18525,17078,21432,22342,14139,9716
M81045,KNIGHTWICK SURGERY,4054,17488,22899,22512,24653,27725,23504,2984,3628
M81046,ABBOTTSWOOD MEDICAL CENTRE,10371,18996,20585,20140,19385,23343,23135,9862,12273
M81047,SPA MEDICAL PRACTICE,8687,17723,17445,16314,16213,19887,18829,13137,20751
M81048,NUNWELL SURGERY,9259,13627,17613,18980,15493,18826,21450,10522,5382
M81049,BARBOURNE HEALTH CENTRE,11077,19175,19537,18848,20829,17814,16818,19191,11977
M81054,KINGTON MEDICAL PRACTICE,6655,12964,15246,17621,16106,19585,27799,10565,2761
M81055,CORNHILL SURGERY,5179,13875,13554,12950,13309,12649,11880,15566,17391
M81056,THE CHURCH STREET PRACTICE,16020,13508,14063,12718,11670,14845,13714,15514,15248
M81057,BEWDLEY MEDICAL CENTRE,15097,17449,20053,18539,18464,22297,20168,9930,10183
M81058,MERSTOW GREEN MEDICAL PRACTICE,10872,17147,18697,17563,13078,20922,17423,13518,15166
M81061,PENDEEN SURGERY,8073,16909,18777,19305,17806,22021,22886,13397,9412
M81062,FRANKLEY HEALTH CENTRE,4252,2646,2801,2908,4214,2949,4491,5385,18599
M81063,ST JOHNS HOUSE SURGERY,12925,19927,20177,19646,20616,20139,20173,13286,13529
M81064,HOLLYWOOD MEDICAL CENTRE,6486,23468,21886,21210,21829,21237,18481,23970,24119
M81065,KIDDERMINSTER HEALTH CENTRE,6588,14014,14530,13182,12551,15131,13663,15389,15440
M81066,WARGRAVE HOUSE SURGERY,9202,17928,17960,17286,14059,18388,22549,18595,13884
M81067,THE SURGERY KINGSTONE,4240,15219,15885,16714,13838,22042,23894,8934,7443
M81068,AYLMER LODGE COOKLEY PARTNERSHIP,13468,16246,16814,15031,13090,17004,17040,16570,14802
M81069,DAVENAL HOUSE SURGERY,9021,21391,21128,19829,20411,20460,18499,16609,22534
M81070,CHURCHFIELDS SURGERY,13480,20077,19487,18130,18850,19297,16115,17220,24209
M81072,ALBANY HOUSE SURGERY,6641,17724,18288,17936,20046,16949,15557,17214,12122
M81073,STOURPORT HEALTH CENTRE,8739,16664,16037,15032,15001,19116,15724,13214,18337
M81074,PERSHORE MEDICAL PRACTICE,10078,18556,19901,19821,18140,22655,23083,11007,12330
M81075,MALVERN HEALTH CENTRE,9989,18093,15915,14770,19179,20737,18442,17707,18700
M81076,COLWALL SURGERY,3037,22426,21536,20051,27744,25701,28037,16265,9825
M81077,THE RIDGEWAY SURGERY,5218,25011,27320,27417,24151,21976,26082,14196,18409
M81078,BARNT GREEN SURGERY,6782,29360,29157,28562,29998,26383,21166,17546,25436
M81079,LINK END SURGERY,6075,18923,16362,14996,20178,21029,19225,19065,18349
M81080,QUAY HOUSE MEDICAL CENTRE,5963,19488,19531,18986,14618,18608,24439,17969,14427
M81081,ST SAVIOURS SURGERY,4373,18892,17316,16071,20412,21512,19804,15579,17615
M81082,ST. JOHNS SURGERY,11786,20519,20250,19001,19459,20633,16289,16247,22157
M81083,HOLLYOAKS MEDICAL CENTRE,4813,25737,25440,25247,24700,24811,18568,18143,22443
M81084,CATSHILL VILLAGE SURGERY,4894,21453,20155,19493,18000,21100,15522,23620,23425
M81087,THE WOODROW MEDICAL CTRE,3900,8862,9913,10174,6202,7811,12097,6048,26751
M81089,MAPLE VIEW MEDICAL PRACTICE,6052,13162,14685,13961,10834,9883,15347,7555,27434
M81090,CHADDESLEY SURGERY,3222,18405,21601,22048,22958,24502,19298,5260,6854
M81091,CORBETT MEDICAL PRACTICE,12149,21766,21503,20267,20387,23821,22324,13173,20609
M81092,THE BRIDGE SURGERY,5560,18495,19431,18886,16112,13207,19137,10947,25348
M81093,BELMONT MEDICAL CENTRE,7839,14255,15001,14325,8842,14358,19452,16665,16825
M81094,ABBEY MEDICAL PRACTICE,7784,17575,19082,18005,13862,21312,17880,13334,14895
M81600,CRADLEY SURGERY,3473,18772,22302,21159,25871,24869,24685,4286,6045
M81604,FOWNHOPE MEDICAL CENTRE,4927,17918,22189,23035,22790,25471,26212,5481,5278
M81605,THE GLEBELAND SURGERY,4286,24768,25330,25672,27206,26103,18553,16784,13961
M81608,WOLVERLEY SURGERY,2930,15043,16463,14360,15532,18585,14138,11028,10343
M81616,HAQQANI PRACTICE,2562,17099,18191,17601,14602,13187,18397,9674,25274
M81617,CRABBS CROSS SURGERY,4278,18675,19768,18833,15690,14132,20054,10422,26569
M81621,LEDBURY MARKET SURGERY,4666,19544,20015,21409,18667,24146,23802,12969,12454
M81627,DEMONTFORT MEDICAL CENTRE,6144,17398,18951,17913,12458,21467,16709,14450,14792
M81629,NEW COURT SURGERY,9353,19576,17978,16347,21728,21008,19943,17189,18491
M82001,MADELEY HEALTH CENTRE,2403,7965,7313,6756,8180,7019,7915,18977,25919
M82002,MYTTON OAK MEDICAL PRACT.,10273,23003,23076,21927,25326,21837,23379,14289,16035
M82003,STIRCHLEY MEDICAL PRACTICE,13435,9035,8683,8699,8326,8120,6224,15218,29857
M82004,BRIDGNORTH MEDICAL PRACTICE,16350,19238,19845,20290,19329,22643,24197,11896,12091
M82005,PLAS FFYNNON MEDICAL CTRE,8761,17066,16101,15176,14595,19765,22524,18104,15709
M82006,RIVERSIDE MED.PRACTICE,10147,17110,16316,16236,16599,16903,17676,17873,16479
M82007,CHARLTON MEDICAL PRACTICE,11454,13754,13168,12237,11756,10237,13736,19143,24588
M82008,CHURCH STRETTON MEDICAL CENTRE,7451,20161,20372,20425,26423,24823,29064,11304,10398
M82009,DAWLEY MEDICAL PRACTICE,10297,9621,8859,8578,9079,7195,9952,15558,26782
M82010,MARKET DRAYTON MEDICAL PRACTICE,17253,16381,17087,16206,12474,17385,20460,14365,20208
M82011,SHAWBURY MEDICAL PRACTICE,3693,18423,18711,20425,19554,16795,26824,11711,13619
M82012,DONNINGTON MEDICAL PRACTICE,12130,12206,11339,10716,9432,9612,13693,23159,22963
M82013,WESTBURY MEDICAL CENTRE,2261,14793,18861,21504,18399,23434,26297,3290,5428
M82014,STATION DRIVE SURGERY,8079,16194,18381,19600,15993,22065,23606,11022,9231
M82016,RADBROOK GREEN SURGERY,9101,24295,22756,21660,24619,22397,24589,19710,20332
M82017,CLIVE MEDICAL PRACTICE,4504,19897,20847,21133,22630,21881,26491,9307,11403
M82018,BEECHES MEDICAL PRACTICE,5950,24204,23390,21442,23821,22117,29419,20993,15313
M82019,MUCH WENLOCK PRACTICE,7894,16572,21221,20674,22569,23710,25807,6096,3984
M82020,KNOCKIN MEDICAL CENTRE,3039,17863,24140,24397,20199,25579,30393,3800,3218
M82021,ALBRIGHTON MEDICAL PRACT,8365,22947,22058,22819,19726,22806,25640,17921,15480
M82022,THE CAXTON SURGERY,12306,16523,15608,14865,13790,19503,22469,17812,15190
M82023,PRESCOTT SURGERY,6310,20847,22643,21627,22657,22236,30078,10248,9910
M82024,BROWN CLEE MEDICAL CENTRE,3213,15045,23114,25825,20833,26118,29741,1881,1005
M82025,ELLESMERE MEDICAL PRACTICE,7379,16984,18830,17723,14739,24779,28700,10714,10240
M82026,CAMBRIAN MEDICAL PRACTICE,11853,17314,16794,15726,15584,20368,23368,16972,14065
M82027,SUTTON HILL MEDICAL PRACTICE,8331,8103,7711,7280,7855,7591,8796,19518,24998
M82028,WELLINGTON ROAD SURGERY,13914,22868,22272,23007,22808,18333,22891,17165,21278
M82029,OAKENGATES MEDICAL PRACTICE,14579,13607,12972,12105,11521,10077,13631,19809,25015
M82030,PONTESBURY MEDICAL PRAC,7035,19484,19700,20157,21995,19221,27000,10873,15144
M82031,HIGHLEY MEDICAL CENTRE,2881,17113,15365,16603,9976,21325,22367,24916,13497
M82032,HAUGHMOND VIEW MEDICAL PRACTICE,8474,15043,14809,15028,11384,15930,15457,17596,17992
M82033,BISHOPS CASTLE SURGERY,4215,12749,17941,18877,15868,21289,28998,10689,1439
M82034,CLAREMONT BANK SURGERY,7388,19561,19012,18790,20024,19006,19720,17715,15866
M82035,WEM AND PREES MEDICAL PRACTICE,10423,15880,17881,16673,17754,19510,21771,12160,11378
M82038,SHIFNAL MEDICAL PRACTICE,9768,22749,21414,21800,23124,22014,19376,18249,20059
M82039,WELLINGTON MEDICAL PRACTICE,14441,13382,13367,12010,13194,9030,14491,15886,22923
M82040,MARYSVILLE MEDICAL PRACT,5028,19327,17982,17882,19886,18732,21287,17948,16557
M82041,CLEOBURY MORTIMER SURGERY,6985,17897,19715,22013,18242,24404,26510,13413,5715
M82042,WOODSIDE MEDICAL PRACTICE,6627,5370,4729,4883,5371,6215,5354,14346,25955
M82043,LUDLOW - PORTCULLIS,8071,15995,17497,18444,15460,21247,22761,11693,10076
M82044,DODINGTON SURGERY,4784,14615,16096,15424,13909,19313,19448,12116,8864
M82045,BRIDGEWATER FAMILY MEDICAL PRACTICE,4372,14375,15334,14861,13242,18618,18650,13194,9289
M82046,CRAVEN ARMS SURGERY,3793,12852,17966,18643,12608,21211,21252,11076,7990
M82047,MARDEN MEDICAL PRACTICE,6969,21049,19598,18424,20532,19907,24312,19192,18674
M82048,BELVIDERE MEDICAL PRACT.,5183,18835,17209,15738,17936,16876,22787,21327,20745
M82050,MOUNT PLEASANT MEDICAL PRACTICE,8056,14754,14181,14145,10476,15447,14588,18233,20111
M82051,BROSELEY MEDICAL PRACTICE,4647,18209,16376,14620,15878,18346,21278,21883,17642
M82054,HADLEY MEDICAL PRACTICE,3544,9279,8639,9008,7377,7081,9409,16689,25020
M82055,RICHMOND HOUSE SURGERY,3836,14606,15654,15101,13358,18893,18771,13072,9358
M82056,LINDEN HALL SURGERY,13006,23262,22943,23960,23614,19246,23558,15765,21538
M82057,HOLLINSWOOD SURGERY,3660,18185,16366,15863,16215,14776,19012,20250,29523
M82058,HODNET MEDICAL PRACTICE,3546,15031,20144,20943,16883,19664,25130,2744,7540
M82059,SHAWBIRCH MEDICAL CENTRE,11636,21884,21365,19698,21222,15235,23001,16239,25558
M82060,SOUTH HERMITAGE SURGERY,7514,20085,18267,18305,21796,19271,22157,18994,15361
M82601,ALVELEY MEDICAL PRACTICE,2288,20543,17507,19269,16281,25378,28221,20219,15629
M82604,WORTHEN MEDICAL PRACTICE,1791,14026,19529,20842,17734,23559,27971,3432,3801
M82606,IRONBRIDGE MEDICAL PRACTICE,4241,15880,16022,15384,19765,12213,16383,14445,18034
M82607,LEEGOMERY SURGERY,2631,12692,11788,11821,11850,9355,13078,14605,26454
M82612,HOLLIWELL PRACTICE,2416,11606,9600,9851,9914,9845,15523,19504,28433
M82616,CHURCH CLOSE SURGERY,5026,7992,7403,6811,8303,7067,7993,18914,25654
M82619,LAWLEY MEDICAL PRACTICE,7519,16247,14602,15170,16925,13457,13124,14341,23446
M82620,THE MEADOWS MEDICAL PRACTICE,2206,13182,21366,23347,17798,28567,30587,2837,534
M83001,HORSEFAIR PRACTICE,11116,18155,17894,15774,11933,15281,20849,21561,20997
M83004,MAYFIELD SURGERY,12058,12035,13900,10668,9573,7494,12807,21109,19500
M83005,HEATHCOTE STREET SURGERY,5708,11810,11850,9841,8204,8298,15987,27294,21343
M83006,THE WESTGATE PRACTICE,20483,23976,21432,21067,23001,24018,24235,16926,24035
M83007,THE VILLAGE SURGERY,6634,16367,16420,14347,14172,10964,17364,28975,16058
M83009,BREWOOD,10068,22571,21851,21903,18745,23494,22266,22028,14091
M83010,GORDON STREET,10466,11245,12000,12578,9209,11104,13501,21156,6745
M83011,DR AG BENNETT'S PRACTICE,7746,22720,22474,18205,19385,18454,22292,22728,21866
M83012,LEEK HEALTH CENTRE,8180,17917,18989,17497,15372,18009,21642,18797,13979
M83013,YOXALL,5018,24927,26387,25698,24881,23126,26640,14802,15574
M83014,TRENT VALE MEDICAL PRACTICE,9053,10725,11515,10569,11232,6366,12957,23720,9807
