PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Index of Multiple Deprivation (IMD),Practice_code_weighted_tot_of_Income,Practice_code_weighted_tot_of_Employment,"Practice_code_weighted_tot_of_Education, Skills and Training",Practice_code_weighted_tot_of_Health Deprivation and Disability,Practice_code_weighted_tot_of_Crime,Practice_code_weighted_tot_of_Barriers to Housing and Services,Practice_code_weighted_tot_of_Living Environment
N82066,WOOLTON HOUSE MEDICAL CTR,9305,16423,16326,13600,20693,9049,21874,23396,15084
N82067,DR B DAS' PRACTICE,3355,2363,2886,2397,5843,1503,3757,22944,3853
N82070,THE ELMS MEDICAL CENTRE,8055,7023,7635,6730,12472,3318,13101,22241,8255
N82073,THE ASH SURGERY,6469,16052,16959,14606,24030,7693,18866,26216,8655
N82074,DR RP AGARWAL'S PRACTICE,9643,5147,6160,4918,9410,2879,7841,26429,4456
N82076,PRINCES PARK - SSP HEALTH LIMITED,6925,2079,2695,2798,7600,951,4991,14247,6050
N82077,D.K. SHAH,2775,3446,4091,3103,6290,1929,5827,24298,7425
N82078,J.W. ROBERTS,3606,2152,2839,2143,4888,1172,4060,24508,6543
N82079,GREENBANK ROAD SURGERY,6311,13879,15878,16331,21416,6695,15633,24660,5761
N82081,ISLINGTON HOUSE MEDICAL CENTRE,2283,3223,5944,6618,5817,976,5100,18304,6950
N82082,DR PRASAD'S PRACTICE,4489,6131,10402,10963,10834,3115,7082,17714,6690
N82083,JUBILEE MEDICAL CENTRE,7861,8321,8638,6749,10879,3983,14664,19478,15452
N82084,GATEACRE BROW SURGERY,7131,13366,13229,10968,15985,7258,20626,22226,15779
N82086,ABINGDON FAMILY HEALTH CARE CENTRE,2126,3164,3670,2902,5752,1789,6713,24584,8473
N82087,GILMOSS,2700,3604,3617,2948,5935,1644,11668,23186,12834
N82089,PICTON N'HOOD HEALTH & CHILDREN'S CENTRE,2570,3036,3775,4529,5687,1480,6571,18975,4682
N82090,GREEN LANE MEDICAL CENTRE,9186,4214,5148,3952,9791,2526,4386,27179,3633
N82091,"DR MAHADANA, RIVERSIDE CENTRE FOR HEALTH",2258,3779,4379,4322,6794,1810,9511,19913,10223
N82092,THE VALLEY MEDICAL CENTRE,7972,16767,16635,14499,19221,10184,21650,26185,15299
N82093,DR PL GUPTA'S PRACTICE,3502,6057,7191,5857,11019,3491,8052,27727,4372
N82094,BELLE VALE HEALTH CENTRE,7471,8968,8953,7607,10458,5353,19012,20003,15840
N82095,ALBION SURGERY,3162,1402,2024,1752,3526,615,3357,20777,8288
N82097,THE GREY ROAD SURGERY,5377,3558,4452,3338,7489,1976,6844,24628,4313
N82099,MERE LANE GROUP PRACTICE,6266,1345,1832,1366,3477,772,2926,22679,6395
N82100,THE FIVEWAYS - SSP HEALTH LIMITED,3393,21899,22183,19187,25797,14152,20922,27935,12751
N82101,KIRKDALE,3245,1255,1800,1268,3777,708,2877,24052,6260
N82103,ANFIELD GROUP PRACTICE,4412,2240,3028,2356,5102,1313,3306,25711,4116
N82104,DR EA BAINBRIDGE'S PRACTICE,4338,6821,8112,6700,13518,4478,6614,29376,3130
N82106,THE VILLAGE MEDICAL CTRE,3561,15787,15456,12704,21252,8590,22589,24536,14193
N82107,DR SN SINGH'S PRACTICE,1554,19376,20050,17330,25642,11309,20788,27468,10051
N82108,RUTHERFORD MEDICAL CENTRE,6863,19789,20646,18537,26427,12254,20470,27119,9075
N82109,SPEKE HC - DR THAKUR,3054,3674,3599,3128,4208,2392,12585,23597,12288
N82110,LONG LANE,7858,3601,4070,3067,6421,1561,8444,21346,10608
N82113,FAIRFIELD MEDICAL CENTRE,4038,2223,3158,3027,6060,1296,4242,21602,3262
N82115,VAUXHALL HEALTH CENTRE,6593,1834,2663,2616,3334,589,5451,19950,12047
N82116,HUNTS CROSS HEALTH CTR,6138,11300,11246,10507,13135,6272,19737,24290,11829
N82117,BROWNLOW GROUP PRACTICE,31860,9137,16750,19062,13546,3484,10442,14314,3645
N82617,MARYBONE - SSP HEALTH LIMITED,4768,8527,17406,20577,11233,2421,7564,12205,4068
N82621,SPEKE HC - DR MANGARAI,2487,2681,2559,2491,3002,1800,10473,22296,12551
N82623,ROBSON STREET - SSP HEALTH LIMITED,1908,1213,1645,1187,3337,685,2828,22711,6373
N82633,KNOTTY ASH MEDICAL CENTRE,2167,6823,7779,5901,9599,3118,11442,24926,10443
N82641,SANDRINGHAM MEDICAL CENTRE,7065,7045,7888,7075,14820,3046,12046,22786,5964
N82645,KENSINGTON PARK - SSP HEALTH LIMITED,4456,2079,3280,3973,4117,850,6089,20972,2754
N82646,DR HEGDE & JUDE'S PRACTICE,9569,3718,4311,4661,6356,1771,8594,20573,7352
N82647,QUEENS DRIVE,2233,2912,3408,2685,5294,1686,6668,25110,8025
N82648,POULTER RD,1444,7851,9098,7239,11610,4272,10436,27544,6531
N82650,SPEKE HC - DR CHOUDHARY,2472,2327,2188,2138,2624,1533,10724,22294,12733
N82651,DR VA HARVEY'S PRACTICE,1763,2184,2703,2270,4203,1212,5168,22660,8872
N82655,MOSS WAY,2544,3331,3300,2804,6003,1625,9543,21902,12240
N82657,DHARMANA'S FAMILY & GENERAL PRACTICE,2425,3171,3880,3043,6526,1844,6051,25717,5511
N82659,BAYCLIFFE FAMILY HEALTH CENTRE,343,5501,5758,4767,7993,2724,11164,22291,13662
N82662,DUNSTAN VILLAGE GROUP PRACTICE,5840,3445,4137,4605,6243,1754,7282,18835,5040
N82663,DR K PRAMANIK'S PRACTICE,3159,8524,9036,7102,11966,4264,12277,25303,9765
N82664,ROCKY LANE MEDICAL CENTRE,3925,15629,16999,13858,19504,9913,16493,26561,9407
N82665,EVERTON ROAD - SSP HEALTH LIMITED,4842,1825,2958,2991,3835,719,4077,19595,8107
N82668,WALTON VILLAGE MEDICAL CENTRE,1920,2637,3306,2629,6259,1561,5110,26771,4449
N82669,GREAT HOMER STREET MEDICAL CENTRE,2552,1747,2372,2130,4006,765,3585,20732,8593
N82670,PARK VIEW - SSP HEALTH LIMITED,3386,2505,3279,2490,7409,1492,3310,25757,2952
N82671,DR SN RAMAMOORTHY'S PRACTICE,3074,1619,2169,2116,4968,1123,3379,22402,2792
N82676,FIR TREE,4035,14742,15715,12168,17607,6581,22818,17137,20598
N82678,STOPGATE,2312,3299,3732,3185,5628,1570,7851,23671,8858
N83001,RAINBOW MEDICAL CENTRE,13822,9127,9839,7477,12223,4426,12654,21749,15090
N83002,PATTERDALE LODGE MED CTRE,12001,12086,13244,10100,14316,6275,14647,21070,17649
N83003,ORMSKIRK HOUSE SURGERY,8091,9985,10624,7793,13456,5347,13653,21441,14894
N83005,MARKET STREET,8174,10622,11600,8618,12639,5340,14537,20929,18002
N83006,PHOENIX MEDICAL CENTRE,3464,9994,10704,7725,14347,5256,13553,21778,14165
N83007,LINGHOLME HEALTH CENTRE,2054,9353,10032,7384,13212,4940,12607,21905,13856
N83008,BERRYMEAD FAMILY MED.CTR.,7946,6689,7175,5342,8990,3581,11491,18797,14566
N83009,WINGATE MEDICAL CENTRE,12269,3523,4086,3174,4622,1733,11269,18587,12139
N83010,RAINHILL VILLAGE SURGERY,6769,17878,18613,14559,22767,8467,18551,25975,17120
N83012,MILL STREET MEDICAL CTR.,8993,13124,13892,10232,17219,7083,15867,22480,15888
N83013,DR KINLOCH & PARTNER,5169,10763,11409,9698,11329,5791,19150,19944,18613
N83014,DINAS LANE MEDICAL CENTRE,9622,6742,7015,5902,8106,3183,13442,23714,11673
N83015,BLUEBELL LANE SURGERY,4067,4844,4851,4116,5915,2347,13176,19583,13041
N83016,THE ACORN PROJECT,1320,8010,8664,6563,10420,4021,11474,21898,14241
N83017,HALL STREET MEDICAL CENTRE,3874,10414,11170,8088,13848,5584,13929,21695,14741
N83018,DR PL JONES' PRACTICE,8719,2354,2131,1898,4149,878,13556,14473,19055
N83019,BILLINGE MEDICAL PRACTICE,10540,22531,21200,16518,24026,13586,26268,25930,24738
N83020,HAYDOCK MEDICAL CENTRE,7481,12208,12628,9475,12696,5955,17930,25091,17457
N83021,FOUR ACRE HEALTH CENTRE,8008,8302,9821,6623,9872,3906,10632,22167,15180
N83022,LIME GROVE SURGERY,7932,9795,10260,7613,10341,4899,15426,22715,16711
N83023,PARK HOUSE SURGERY,7401,7218,7914,5585,9281,3926,11292,18899,14520
N83024,PARK HOUSE MEDICAL CENTRE,7392,11156,11741,9337,15212,4881,14974,23114,14795
N83025,CORNERWAYS MEDICAL CENTRE,3171,2154,2194,1921,2953,1098,11184,15150,12749
N83026,PARKFIELD SURGERY,2616,9621,10257,7501,13868,5173,13132,21763,13915
N83027,CENTRAL SURGERY,5993,13502,14159,10452,18191,7418,16155,22786,15793
N83028,ASTON HEALTHCARE LIMITED,25413,8714,9002,7274,10055,4207,16646,21946,15405
N83030,DR M SUARES' PRACTICE,4750,8879,9526,7587,10391,4423,14415,26579,10945
N83031,ROSEHEATH SURGERY,2268,8320,8663,7320,9458,4529,18615,19040,17893
N83032,MILLBROOK MEDICAL CENTRE,11211,4829,5008,4357,5510,2578,12144,19274,13256
N83033,DR RI KING'S PRACTICE,6302,2789,3027,2302,3584,1489,10498,21204,11653
N83035,THE SPINNEY MEDICAL CTR.,6873,10467,11301,8614,14777,4912,14511,22566,13584
N83041,RAINFORD HEALTH CENTRE,4819,22333,21832,17147,25819,14945,26477,22688,20295
N83043,LONGVIEW MEDICAL CENTRE,3976,5523,5583,4399,6635,2633,15640,24127,12533
N83045,NEWTON MEDICAL CENTRE,4072,9932,10029,8059,11562,5236,14274,21242,18686
N83047,DR S SINGH'S PRACTICE,3707,14709,15037,12541,16263,6742,20417,24010,17845
N83049,KENNETH MACRAE MED CENTRE,3757,21392,21072,16619,25366,14455,25149,22366,19494
N83050,THE BOWERY MEDICAL CENTRE,3874,10121,10905,8471,14030,4571,14858,21292,14908
N83053,LONGTON MEDICAL CENTRE,5102,16544,17364,13436,21570,7467,18900,24741,16881
N83054,BETHANY MEDICAL CENTRE,3548,12414,13309,9782,17793,6580,15237,22684,13847
N83055,TRENTHAM MEDICAL CENTRE,4671,3391,3741,2914,4569,1700,8991,21071,12595
N83056,PRINCESS DRIVE MEDICAL CENTRE,3117,3892,3962,3369,5671,1987,11860,20074,13662
N83057,FAMILY HEALTH CENTRE,3791,3739,4175,3288,4723,1774,8773,21574,12868
N83060,HOLLY BANK SURGERY,3772,8224,9021,6427,10478,4408,11984,19344,14893
N83601,THE MACMILLAN SURGERY,2661,3148,3343,2645,4049,1717,11290,20336,11768
N83603,PRESCOT MEDICAL CENTRE,5272,10750,11257,9096,14606,4854,14770,22379,14438
N83604,CORNERSTONE SURGERY,2568,9562,10497,7327,12133,5153,13212,20032,15242
N83605,HOLLIES MEDICAL CENTRE,3610,12106,14011,11999,13421,6844,17579,17238,17367
N83608,DR MAASSARANI & PARTNERS,7924,8404,8998,7851,8602,4650,13662,19286,14566
N83609,CEDAR CROSS MEDICAL CENTRE,3085,8181,8737,6908,9911,3659,14198,22592,15226
N83610,COLBY MEDICAL CENTRE,2125,5357,5431,4525,6605,2529,13019,20411,13597
N83611,MK & NN RAHMAN,2760,6968,7497,5858,8883,3174,12369,21675,15040
N83612,ST JOHN'S SURGERY,2940,8117,8093,6607,9371,3889,17614,22215,15966
N83614,ECCLESTON MEDICAL CENTRE,2528,20406,21103,15859,24271,11228,22039,25756,19731
N83619,ROBY MEDICAL CENTRE,1874,13048,13932,11175,14066,6666,18328,27933,10934
N83620,SANDFIELD MEDICAL CENTRE,2886,7927,8584,5723,11938,4326,13043,17674,16523
N83621,HILLSIDE HOUSE SURGERY,3073,4025,3981,3404,5196,1983,13935,18983,12147
N83622,PRIMROSE MEDICAL PRACTICE,2486,3163,3205,2741,4264,1661,12561,17749,12333
N83624,DR RAHIL'S SURGERY,2897,11591,12266,8550,12394,5866,16841,24798,16730
N83628,NEWTON COMMUNITY HOSPITAL PRACTICE,2847,8476,8597,6770,9956,4233,14449,21065,18106
N83633,NUTGROVE VILLA SURGERY,3552,6687,6723,5583,8049,3039,15039,21553,13874
N83635,THE CROSSROADS SURGERY,3066,16745,17481,13593,21544,7625,19211,25510,16634
N83636,LANCASTER HOUSE MED.CTR.,3514,10245,10931,8004,13800,5456,13725,21823,14802
N83637,NEWHOLME SURGERY,3509,9896,10539,7703,14336,5279,13327,21656,14012
N84001,42 KINGSWAY,6477,17435,16076,13738,22578,11356,22239,30074,12450
N84002,AINTREE ROAD MEDICAL CENTRE,2424,4438,4681,3454,6862,2925,10714,27609,8973
N84003,HIGH PASTURES SURGERY,11080,21920,21484,17185,23909,12929,23358,25638,21116
N84004,GLOVERS LANE SURGERY,7491,5802,6278,4487,7572,3515,8672,26138,14168
N84005,CUMBERLAND HOUSE SURGERY,9201,13782,13115,11269,18212,8438,18318,28501,10399
N84006,CHAPEL LANE SURGERY,8012,25861,24107,19644,27455,16956,26172,26764,26059
N84007,LIVERPOOL RD MEDICAL PRACTICE,5287,11260,10680,8800,15053,7306,16688,29048,10472
N84008,NORWOOD SURGERY,8985,16019,14300,12709,18576,9052,22783,29429,15291
N84009,AZALEA SURGERY,3291,15253,13984,11772,21047,9943,21295,30225,11203
N84010,MAGHULL HEALTH CENTRE (DR SAPRE),2869,18442,18418,14720,20787,11338,18748,24776,18252
N84011,EASTVIEW SURGERY,6928,14479,13461,11110,20815,9648,20307,30425,9770
N84012,AINSDALE MEDICAL CENTRE,12581,20296,18930,15214,22308,14169,22043,25341,22957
N84013,CURZON ROAD MEDICAL PRACTICE,4823,13752,12917,11124,17489,8225,19357,28304,11824
N84014,AINSDALE VILLAGE SURGERY,2930,17829,16276,13350,19932,12118,21827,26383,20335
N84015,BOOTLE VILLAGE SURGERY,6138,4222,4392,3337,6863,2913,9639,27338,7286
N84016,MOORE STREET MEDICAL CENTRE,7114,3677,3663,2777,6148,2574,9213,28471,6540
N84017,CHURCHTOWN MEDICAL CENTRE,10922,17489,15370,13078,19178,9723,26034,29265,19468
N84018,THE VILLAGE SURGERY FORMBY,9605,26063,24489,19840,27674,17032,26299,26547,26351
N84019,OLIVER - NORTH PARK APMS,6342,4814,4973,3657,7301,3287,10568,27951,8281
N84020,BLUNDELLSANDS SURGERY,10258,19053,17767,15207,24086,12776,22221,29177,13042
N84021,ST MARKS MEDICAL CENTRE,15663,11009,10705,8651,16034,6203,17091,27986,9589
N84023,BRIDGE ROAD MEDICAL CENTRE,7464,5850,5682,4501,8170,4394,10801,28867,8937
N84024,GRANGE SURGERY,9753,18092,17140,14107,22982,11553,19470,26672,16086
N84025,WESTWAY MEDICAL CENTRE,7013,21377,20688,16533,23357,12860,22297,26621,20563
N84026,CROSBY - SSP HEALTH LIMITED,3049,18099,16883,14150,23568,11726,21324,29913,13907
N84027,ORRELL PARK MEDICAL CENTRE,3877,6801,8607,6190,10845,3736,9323,28034,5378
N84028,THE STRAND MEDICAL CENTRE,7246,3721,3871,2867,6133,2672,9693,27523,7286
N84029,FORD MEDICAL PRACTICE,5980,6947,6776,5398,8367,5162,10307,27302,14154
N84034,PARK STREET SURGERY,5767,3603,3962,2920,6252,2584,9269,27700,6369
N84035,15 SEFTON ROAD,4709,9009,8725,7104,10642,6595,12591,28718,11386
N84036,FRESHFIELD SURGERY,2974,26975,25356,20759,28404,18328,25582,26326,27252
N84037,LINCOLN HOUSE SURGERY,2086,17208,15238,14017,18567,11491,19599,29643,15493
N84038,CONCEPT HOUSE SURGERY,4897,5154,5162,4136,7380,3907,8793,27615,8474
N84041,KINGSWAY SURGERY,4648,16888,15507,13220,22520,11048,22113,30542,11555
N84043,SEAFORTH SSP HEALTH LTD,1790,1967,2012,1197,6016,1255,8296,29413,5774
N84605,LITHERLAND - SSP HEALTH LIMITED,2686,8296,7969,6391,9715,6050,12918,28336,11726
N84611,ROE LANE SURGERY,2508,16678,14803,13341,18589,9333,23934,29145,16454
N84613,THE CORNER SURGERY (DR MULLA),3841,17631,15699,12960,18532,10006,26935,28078,20501
N84614,THE MARSHSIDE SURGERY (DR WAINWRIGHT),2603,17175,15353,12459,18638,9723,26449,28225,20308
N84615,RAWSON ROAD MEDICAL CENTRE,2320,5172,5144,3477,10743,3306,12720,28916,7033
N84617,KEW SURGERY,3699,16296,14890,13072,19071,10560,21464,25322,16561
N84618,THE HOLLIES,4675,26126,24546,19848,27702,17219,26231,26338,26421
N84621,THORNTON - SSP HEALTH LIMITED,2514,11589,10336,8660,14435,6928,18148,26740,16571
N84622,MAGHULL HEALTH CENTRE (DR THOMAS),1931,20358,19441,16233,22155,12783,20223,26980,19141
N84624,MAGHULL HEALTH CENTRE,1875,19848,19506,15558,22020,12286,19934,25989,19196
N84625,THE FAMILY SURGERY,4074,17220,15754,13931,20131,11443,18887,28573,14741
N84626,HIGHTOWN - SSP HEALTH LIMITED,2081,25466,26582,20176,26788,18079,27735,16226,26067
N84627,CROSSWAYS SSP HEALTH LTD,2648,17489,16176,13684,22777,11358,22122,30095,12938
N84630,NETHERTON - SSP HEALTH LIMITED,2310,5478,6021,4282,7166,3220,8713,25722,14592
N85001,TG MEDICAL CENTRE_ZIA A,3831,23319,21583,19366,28223,14529,26921,26469,18422
N85002,MARINE LAKE MEDICAL PRACTICE,16817,24065,22472,20111,28505,15148,26986,26939,18500
N85003,ALLPORT MEDICAL CENTRE_WALTON H,4347,19767,18960,15392,21222,11611,28166,25757,19739
N85005,EASTHAM GROUP PRACTICE_BUSH KJ,11757,20751,19818,16391,21802,12488,28203,25509,19824
N85006,CIVIC MEDICAL CENTRE,9721,19927,19209,15928,23755,11989,24558,27351,17156
N85007,HESWALL & PENSBY GROUP PRACTICE,12606,24986,23072,20845,28603,15551,28993,24507,23130
N85008,WEST WIRRAL GROUP PRACTICE_JOHNSTON AR,13505,24277,22647,19122,28091,15344,28057,24503,23118
N85009,COMMONFIELD RD SURGERY_BRODBIN C,5332,10504,9832,8000,12558,5462,16396,27072,17275
N85012,ST.GEORGES MED CTR_RUDNICK S,9556,11208,10962,8572,16891,6781,15088,30681,7850
N85013,UPTON GROUP PRACTICE_PARTRIDGE T,8050,17769,16458,13651,20963,9801,21559,25233,21102
N85014,TOWNFIELD HEALTH CENTRE_LEE YWA,6490,15792,14453,12232,20731,9417,17341,27193,16334
N85015,DEVANEY MED CTR_BATES JW,8156,9811,9377,7513,18023,5457,9997,26271,11343
N85016,RIVERSIDE SURGERY_WILLIAMS RM,7443,7769,7584,6026,11093,4348,13559,25576,13244
N85017,CAVENDISH MEDICAL CENTRE_MELVILLE JA,5140,5819,5822,4487,8969,3198,9821,25701,11832
N85018,VILLA MED CTR_COOKSON NMP,5801,16506,15894,12574,20275,9448,20091,27946,15713
N85019,WHETSTONE LANE MED CTR_PLEASANCE CM,8459,5709,5654,4551,9889,3272,7910,25077,8843
N85020,VICTORIA PARK PRACTICE,7427,8557,8372,6715,12838,4691,12200,25921,11691
N85021,HAMILTON MED CTR_JAYAPRAKASAN CA,2328,4362,4216,3381,7688,2405,9708,22738,9338
N85022,HOLMLANDS MED CTR_SRIVASTAVA P,3219,16443,15612,12438,19547,9858,20106,26875,16730
N85023,MANOR HEALTH CTR_MAGENNIS SPM,5806,11318,10869,8763,15377,6797,16706,30488,8402
N85024,SOMERVILLE MED CTR_SMYE RA,8216,7287,7082,5548,10571,4479,13183,28287,7720
N85025,ST HILARY GROUP PRACTICE_KINGSLAND JP,5456,14980,14081,11604,18618,8952,19405,30618,11454
N85027,CENTRAL PARK MEDICAL CENTRE_MUKHERJEE SK,10827,8199,7909,6313,11763,4903,13850,29081,8035
N85028,MORETON CROSS GROUP PRACTICE_ALMAN R,7221,12892,11696,9963,13765,6781,24042,26165,19087
N85029,FENDER WAY HEALTH CTR_REAM JE,3749,7103,6588,5312,9184,3809,15003,21377,21428
N85031,GLADSTONE MED CTR_SALAHUDDIN M,4634,6062,5867,4858,9569,3309,10040,25505,11862
N85032,GREASBY GROUP PRACTICE_COPPOCK PJ,7413,26183,23800,20273,28212,15737,29359,27501,24774
N85034,PARKFIELD MED CTR_HAWTHORNTHWAITE EM,5994,11663,11473,9188,15017,6856,17640,25636,13283
N85037,HEATHERLANDS MED CTR_CAMPHOR IA,4280,7248,6653,5391,9517,3692,14500,24829,18078
N85038,VITTORIA MEDICAL CENTRE_EDWARDS RW,4954,3951,3949,3043,6864,2142,8916,23822,10154
N85040,MORETON HEALTH CENTRE_WRIGHT JEM,6131,12506,11381,9614,13762,6710,23268,26706,17831
N85041,GREENWAY SURGERY_DOW SC,8140,8904,8699,7152,13393,5218,10683,27091,10651
N85044,CLAUGHTON MEDICAL CENTRE_TAYLOR B,10222,10036,10215,7658,15545,5628,11441,25910,13345
N85046,HOYLAKE RD MED CTR_ALI A,4052,15688,14332,12307,16758,8470,23650,26694,19711
N85047,ORCHARD SURGERY_LANNIGAN BG,5334,18786,18400,14510,20934,11040,27352,24996,18475
N85048,MORETON MEDICAL CENTRE_PEREIRA A,5575,14001,12875,10933,15309,7433,23219,26723,18674
N85051,PARKFIELD MEDICAL CENTRE_RAYMOND CJ,7509,10497,10350,8293,13724,6075,16654,25618,12925
N85052,GROVE RD SURGERY_TANDON R,2446,15885,15146,12122,20229,9567,19812,30345,11834
N85053,FIELD RD HEALTH CTR_DOWNWARD DC,3420,10391,10224,8012,15821,6257,14475,29836,8141
N85054,KINGS LANE MEDICAL PRACTICE_KERSHAW D,4569,19230,18057,15329,24040,11584,21529,27606,16031
N85057,TEEHEY LANE SURGERY_SAGAR A,2117,16951,15851,13439,20804,10528,21110,27842,15424
N85058,SILVERDALE MED CTR_HENNESSY TD,4617,26130,24685,22344,29274,16918,29112,24360,23176
N85059,HOYLAKE & MEOLS MEDICAL CENTRE_WIGHT JA,5607,24433,23052,20246,28195,14402,26869,29476,18538
N85616,LISCARD GROUP PRACTICE_STAPLES B,4085,8823,8592,6776,12453,5340,14220,29720,7517
N85617,SPITAL SURGERY_FRANCIS GG,4266,25071,25194,20357,27295,15009,28785,25427,21672
N85619,EARLSTON AND SEABANK MEDICAL CENTRE,4305,10540,10435,8085,16213,6290,15183,30596,7142
N85620,THE VILLAGE MEDICAL CENTRE,7184,15322,14320,11815,18973,9431,19369,30405,12271
N85625,MANTGANI AB & PARTNERS (MIRIAM-PC892),5570,3443,3407,2679,5646,1841,8307,24642,12313
N85629,EGREMONT MED CTR_HICKEY JJM,4608,4858,4773,3740,8111,2950,10007,28031,6818
N85633,CHURCH ROAD MEDICAL PRACTICE_PATWALA DY,2739,17801,17058,14078,22064,10504,22934,27118,16579
N85634,VITTORIA MED CTR_KARYAMPUDI RS,1500,4357,4307,3353,7296,2314,9154,24024,10438
N85640,LEASOWE PRIMARY CARE CENTRE,3036,5024,4123,3503,6483,2717,18244,23834,18002
N85643,PRENTON MEDICAL CENTRE_MURUGESH V,1736,17988,16981,13833,21764,10807,20381,27105,16605
N85648,BLACKHEATH MED CTR_QUINN BNE,2912,12306,10694,9324,13516,6646,22866,27192,18098
P81002,DALTON SQUARE PRACTICE,12560,15734,18051,17730,21756,10471,13766,20399,9396
P81003,ST JAMES' MEDICAL CENTRE,11062,18827,18898,17170,22112,13210,18925,22094,13807
P81004,ELIZABETH STREET SURGERY,4849,4963,5463,5119,7111,2565,5155,28843,5974
P81005,LITTLE HARWOOD HEALTH CENTRE,11360,12850,13343,12365,12921,9542,15733,23505,12628
P81006,WINDSOR SURGERY,10966,23597,24965,24182,26731,17462,29816,13566,15317
P81008,YORKSHIRE STREET MEDICAL CENTRE,5886,9667,11427,9141,11272,5384,9566,23268,10231
P81010,WITHNELL HEALTH CENTRE,5351,25406,25755,22723,28419,17975,23996,22906,14903
P81011,MEADOWSIDE MEDICAL PRACT,7186,18184,20587,19558,24027,11904,17470,19706,10406
P81013,QUEEN SQUARE MEDICAL PRACTICE,13387,18145,20016,19781,23743,12150,17754,18885,11001
P81014,ORMSKIRK MEDICAL PRACTICE,8424,22082,21394,20875,23671,14759,22141,19662,19813
P81015,LYTHAM ROAD SURGERY,10718,21975,22762,21507,25161,13381,19607,25308,16320
P81016,WATERLOO MEDICAL CENTRE,11009,5263,6129,5701,6899,2770,5217,29190,5617
P81017,WHALLEY MEDICAL CENTRE,12396,25866,27169,22746,28229,23685,26799,17455,18885
P81018,ST FILLAN'S MEDICAL CTRE,8856,26255,24911,22949,25730,19713,26450,29115,19193
P81020,ST. NICHOLAS GROUP PRACTICE,9106,8048,9640,7826,9217,4631,7858,23669,9293
P81022,WITTON MEDICAL CENTRE,10362,12819,14525,12559,13961,8056,10813,25620,12347
P81025,THE RICHMOND HILL PRACTICE,10283,10460,11878,11085,11959,7326,10567,26070,7505
P81027,IRWELL MEDICAL PRACTICE,14268,9051,8904,7564,10831,6244,12094,22843,12051
P81028,MANCHESTER ROAD SURGERY,4698,8639,10179,8323,9862,4962,7862,23762,10195
P81029,ASH TREES SURGERY,14958,22212,23300,21959,24864,15429,25936,16837,13140
P81031,POPLAR HOUSE SURGERY,8561,17357,16274,13173,22105,11519,18521,28297,16339
P81032,REEDYFORD HLTH CARE GROUP,10615,11012,11873,11119,11225,7186,13143,25998,8683
P81033,COPPULL MEDICAL PRACTICE,7843,17596,17709,15598,15767,11663,17369,26047,16988
P81035,COLNE ROAD SURGERY,4443,6485,7847,6680,7417,4088,7507,22072,6792
P81036,PEEL HOUSE MEDICAL PRACTICE,14632,11587,13143,10766,13769,5736,12695,28505,9610
P81037,ANSDELL MEDICAL CENTRE,9013,20738,18684,16046,25288,14055,21205,27268,20798
P81038,CHORLEY HEALTH CENTRE - BAMFORD,5361,15304,15990,14147,17156,9633,13730,24856,14212
P81039,MANOR PRIMARY CARE,5353,6300,6132,5594,7689,5420,5963,11069,26469
P81040,LONGTON HEALTH CENTRE,10914,28235,25628,24928,26066,22536,29177,23441,21936
P81041,PARKGATE SURGERY,6254,22896,22540,21869,24629,15572,22570,18873,19781
P81042,ADELAIDE STREET SURGERY,10778,4410,5100,4585,6298,2246,5322,27996,7113
P81043,SOUTH KING STREET MEDICAL CENTRE,6308,4582,5209,4791,7030,2321,4502,28549,5097
P81044,LIBRARY HOUSE SURGERY,16497,15796,16461,14590,17533,9997,14150,24606,14588
P81045,THE ELMS PRACTICE,7123,23536,22527,23021,24613,14851,21945,20838,20718
P81046,PARK VIEW SURGERY,5449,7900,9859,10152,10864,4607,9036,23950,5016
P81047,PARKSIDE SURGERY,9658,11739,13681,11019,12974,6421,10764,23333,12325
P81051,DR DM ANDREWS' PRACTICE,12243,12181,14596,11966,13842,7143,9637,27357,10850
P81053,BRIERCLIFFE SURGERY,7778,14751,16221,14165,14875,8229,13974,25443,13451
P81054,MARTON MEDICAL PRACTICE,8635,8562,9803,9343,10787,4638,7367,30015,7471
P81055,BERRY LANE MEDICAL CENTRE,9449,24173,25796,25686,25464,19328,25105,20359,13516
P81056,ROSEBANK SURGERY,10805,19188,21927,20865,23694,14145,19264,17424,11101
P81057,WORDEN MEDICAL CENTRE,12794,17478,17391,15200,16336,13153,17762,24358,17560
P81058,ST GEORGES SURGERY,8518,11880,12865,11608,12523,8274,11511,24472,13259
P81059,GREAT ECCLESTON HLTH CTR,7434,21946,24301,22119,26441,15672,29483,9681,13125
P81061,DR A CALOW'S PRACTICE,5086,11981,13547,11718,13049,7663,10479,25488,11514
P81062,REGENT HOUSE SURGERY,8268,15986,16653,14847,17916,10222,14136,24383,14609
P81063,ST PAULS MEDICAL CENTRE,11154,5852,6337,5406,8248,2893,6526,28274,6357
P81064,KING STREET SURGERY,19457,19585,24924,25184,26639,18663,21680,14010,5734
P81065,EDWARD STREET SURGERY,7970,16663,19491,18123,15019,12167,23474,24708,5697
P81066,LAYTON MEDICAL CENTRE,6374,7786,8315,7728,10268,4049,7349,28913,10088
