PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
M85075,B'HAM HEARTLANDS SURGERY,3090,32784,26529,20390,16653
M85076,HOLLYMOOR MEDICAL CENTRE,8794,37584,29287,27041,23535
M85077,NORTHWOOD MEDICAL CENTRE,9073,44138,33581,31324,28627
M85078,OAKWOOD SURGERY,6623,36507,29154,23739,20123
M85079,EDEN COURT MEDICAL PRACTICE,7171,30873,24951,24556,20123
M85081,THE DOVE MEDICAL PRACTICE,9750,35118,27762,25777,21835
M85082,HANDSWORTH MEDICAL PRACT.,3958,33305,27154,22762,18714
M85083,LEY HILL SURGERY,12017,49177,35556,34471,33023
M85084,THE WAND MEDICAL CENTRE,6542,33085,27525,24084,18210
M85085,ANN JONES FAMILY HEALTH CTR,2028,34299,29158,21310,17205
M85086,COFTON MEDICAL CENTRE,9153,39319,29782,28358,25524
M85087,DR G HORTON'S PRACTICE,9637,34942,27221,25147,21239
M85088,KARIS MEDICAL CENTRE,12549,39657,30666,30583,24520
M85092,GOODREST CROFT SURGERY,7120,38661,29578,27781,24256
M85094,YARDLEY MEDICAL CENTRE,1304,34808,27613,24535,20780
M85097,CRANES PARK ROAD SURGERY,1861,38986,29418,27887,24844
M85098,ROTTON PARK MEDICAL CENTRE,4505,37386,28898,26548,21734
M85100,SHANKLIN HOUSE SURGERY,4025,33915,26654,22487,19151
M85103,DR EIJ MORETON'S PRACTICE,7467,47199,34194,31773,30424
M85105,VICTORIA ROAD SURGERY,3715,36997,29430,26143,22621
M85107,FIRS SURGERY,2688,32512,25630,23189,18382
M85108,SMALL HEATH MEDICAL PRACTICE,5490,31882,26141,19957,16258
M85110,SALTLEY CENTRE FOR HEALTH CARE,3791,32612,26713,20847,16740
M85111,CHURCH LANE MEDICAL CENTRE,5199,32175,25941,22900,17911
M85113,BUCKLANDS END LANE SURGERY,5320,35570,27707,24306,20220
M85115,SUTTON ROAD SURGERY,2372,39276,29859,28670,24952
M85116,FERNLEY MEDICAL CENTRE,6620,35865,29536,22413,18969
M85117,BARTLEY GREEN MEDICAL PRACTICE,6115,35408,27256,25930,21996
M85118,BALDWINS LANE SURGERY,3853,44298,32176,30180,27609
M85123,AL-SHAFA MEDICAL CENTRE,7691,32201,25193,21183,17281
M85124,BELLEVUE MEDICAL CENTRE,7890,38204,28891,29471,22813
M85127,COLLEGE ROAD SURGERY,3471,38737,30079,25614,21750
M85128,BALSALL HEATH HEALTH CENTRE (W),5516,36402,30162,24650,19859
M85133,CROMPTON ROAD SURGERY,2428,32793,26309,22388,18082
M85134,WEST HEATH PRIMARY C CTR,2952,39195,29593,28487,25604
M85136,DRUIDS HEATH SURGERY,3923,32781,25401,24907,20710
M85139,ALPHA MEDICAL PRACTICE,5177,32428,26588,20748,16644
M85141,SCHOOLACRE ROAD SURGERY,2961,32648,25545,24974,20756
M85142,KEYNELL COVERT,1476,37966,28399,27113,23203
M85143,JIGGINS LANE SURGERY,7210,34746,26704,25407,21235
M85145,THE SLIEVE SURGERY,5567,38653,29932,26816,22951
M85146,THE KHATTAK MEMORIAL SURGERY,4424,33752,28229,20799,17257
M85149,ALUM ROCK MEDICAL CENTRE,5442,32513,26672,20852,16775
M85153,WEATHER OAK MEDICAL CENTRE,2539,34121,29027,20813,17428
M85154,FINCH ROAD PRIMARY CARE CENTRE,3947,32343,25782,21506,16794
M85155,DR BS SAHOTA'S PRACTICE,4922,36392,28704,25954,22323
M85156,RIVER BROOK MEDICAL CENTRE,5922,41696,30798,29693,26617
M85158,DR M PRASAD'S PRACTICE,2305,37649,29211,26713,23789
M85159,BUNBURY ROAD SURGERY,3993,41993,30515,29062,25607
M85163,GRIFFINS BROOK MEDICAL CENTRE,3482,40625,29023,29421,25600
M85164,NEWPORT MEDICAL PRACTICE,10290,34777,28853,22341,18190
M85167,UNIVERSITY MEDICAL PRACTICE,19617,40185,30876,30809,26178
M85170,GATE MEDICAL CENTRE,3640,32305,26658,20896,16774
M85171,ROWLANDS ROAD SURGERY,1984,38699,29077,27046,24228
M85172,RIDGACRE HOUSE SURGERY,9025,39717,29958,27502,23667
M85174,SPARKBROOK COMMUNITY AND HEALTH CENTRE,5055,35773,28690,24039,19479
M85175,DR MP CLARKE'S PRACTICE,12198,47213,34548,32930,30514
M85176,KIRPAL MEDICAL PRACTICE,3935,33842,27331,23038,18827
M85177,SWANSWELL MEDICAL CENTRE,6409,38115,29434,26619,23848
M85178,VITALITY ENKI MEDICAL PRACTICE,5858,32759,26577,22286,17804
M85179,MAYPOLE HEALTH SURGERY Y,4206,36939,28919,27461,24280
M85600,KINGS NORTON SURGERY,9332,39763,29662,28391,24763
M85611,THE HYMAN PRACTICE,3100,38706,30877,31565,22798
M85624,PERRY PARK SURGERY,5883,37139,29095,25907,22633
M85634,HEATHFIELD FAMILY CENTRE,7163,32454,25922,21998,17683
M85642,CAVENDISH MEDICAL PRACTICE,4289,33722,26549,23251,18789
M85652,SUMMERFIELD PRIMARY CARE CENTRE,1696,35234,27554,24585,19786
M85655,DR B BHATTACHARYYA'S PRACTICE,2923,36669,28607,24978,21707
M85663,BLOOMSBURY HEALTH CENTRE,2816,29900,24353,21666,16168
M85669,TUDOR PRACTICE STOCKLAND GREEN,3300,35263,27829,25522,21660
M85670,GREENFIELD MEDICAL CENTRE,2638,32415,26619,20400,16261
M85671,BOURNVILLE SURGERY,1688,41453,31590,30237,26818
M85676,VICTORIA ROAD MEDICAL CTR,4552,31342,24418,21328,16892
M85677,FERNBANK MEDICAL PRACTICE,4556,32664,26780,20671,16514
M85679,CHARLES ROAD SURGERY,5077,32956,26786,19887,16516
M85680,COTTERILS LANE SURGERY,2801,32444,26503,21069,17077
M85684,CITY ROAD MEDICAL CENTRE,1866,34616,27274,24031,19433
M85686,SUMMERFIELD PRIMARY CARE CENTRE,1737,33980,26996,23447,18687
M85689,THE DOVECOTE SURGERY,1919,39537,29871,28329,24805
M85693,FEATHERSTONE MEDICAL CENTRE,1906,42734,30946,29609,25950
M85694,GARRETTS GREEN LANE SURGERY,2377,37437,28774,26577,23384
M85697,CHURCH ROAD SURGERY,4185,32783,25550,22445,18376
M85699,COVENTRY ROAD MEDICAL CENTRE,12485,32334,26117,21306,17155
M85701,BURBURY MEDICAL CENTRE,3018,32068,25501,21245,16329
M85704,SALTLEY CENTRE FOR H/C-S.N.,3508,32690,26781,20966,16827
M85706,HOBMOOR ROAD SURGERY,2955,35543,27551,24831,21320
M85711,CITY HEALTH CENTRE,1370,38750,29781,26688,21811
M85713,DR SS PANDIT'S PRACTICE,3682,34811,28709,22828,18572
M85715,SOHO ROAD PRIMARY CARE CENTRE,8657,33014,27016,22371,18309
M85716,DR KHUROO'S PRACTICE,3847,35271,27822,25403,21513
M85717,DOWNSFIELD MEDICAL CENTRE,2710,34166,26692,25276,21231
M85721,HOLYHEAD PRIMARY HEALTH CARE CENTRE,5698,32842,26663,22477,18158
M85722,NASEBY MEDICAL CENTRE,5204,32903,26943,20803,16688
M85730,LEY HILL SURGERY,3139,35020,26953,25337,21398
M85732,BLOOMSBURY SURGERY,1761,29946,24629,21934,16480
M85733,MOOR GREEN LANE MED.CTR.,3649,42081,31063,30029,26586
M85735,GREET MEDICAL PRACTICE,4824,34756,29082,21640,18297
M85736,ACOCKS GREEN MEDICAL CENTRE,4529,36159,28625,24848,21003
M85738,MMP - SUTTON COLDFIELD,1749,47479,34836,33414,31417
M85739,PAK HEALTH CENTRE- R.BHATTI,4663,32579,26659,20855,16716
M85741,DR A GUPTA'S PRACTICE,1978,41303,30984,29155,25949
M85746,MIRFIELD SURGERY,3372,31798,25711,23583,18785
M85749,SURGERY AUBERY ROAD,2642,33028,26716,20549,17172
M85753,VICARAGE ROAD SURGERY,2279,41396,29973,28728,25552
M85756,SPRINGFIELD MEDICAL PRACT,3153,36105,29157,22951,19542
M85757,SOHO ROAD HEALTH CENTRE,2782,33074,26925,22361,18125
M85759,DR S BRINKSMAN & PARTNERS,4234,29385,24151,21139,15665
M85766,BALSALL HEATH HEALTH CENTRE (S),3243,35808,29610,23959,19414
M85770,THE SHELDON MEDICAL CENTRE,2242,36944,28200,26773,23360
M85774,SPRINGFIELD SURGERY,4240,36985,29301,24254,20550
M85776,LEA VILLAGE MEDICAL CENTRE,1962,31712,25606,23821,19088
M85778,HALCYON MEDICAL,10936,34895,29079,30594,21334
M85779,DR DS BHOMRA'S PRACTICE,2652,34087,27230,25011,20585
M85781,BORDESLEY GREEN SURGERY,3334,33272,27114,20367,16747
M85782,UNIVERSITY SOUTHGATE PRACTICE,2583,38122,30225,28781,25175
M85783,STRENSHAM ROAD SURGERY,3831,36917,29748,25666,20874
M85784,VENKAT MEDICAL CENTRE,1288,32071,25892,24678,20523
M85786,DR P GONSALVES' PRACTICE,1491,36049,28063,25721,22280
M85791,DR SK RATNAM'S PRACTICE,2296,42688,31767,29679,27779
M85792,COTMORE SURGERY,2084,38739,29659,27330,24604
M85794,"THE BALAJI SURGERY, THE SPARKBROOK CHC",2796,34000,28797,20936,17407
M85797,HOCKLEY MEDICAL PRACTICE,5516,36289,29364,26898,20109
M85801,HOLLY ROAD SURGERY,1635,35252,27432,24333,20503
M85803,PEARL MEDICAL CENTRE,9925,32575,26659,21265,17010
M86001,WILLENHALL  PRIMARY CARE CENTRE - 1,4606,33225,27128,26281,21886
M86002,LONGFORD PRIMARY CARE CENTRE,8091,34672,28408,24669,20830
M86003,SKY BLUE MEDICAL GROUP,17281,39217,30558,28096,24911
M86004,ALLESLEY PARK MEDICAL CTR,16365,42412,31803,31109,28337
M86005,HILLFIELDS HEALTH CENTRE - 1,3479,35447,28413,25453,22035
M86006,JUBILEE HEALTHCARE,9192,40768,30313,29799,26591
M86007,PHOENIX FAMILY CARE,6466,43436,33074,31277,28400
M86008,THE GABLES MEDICENTRE,9843,37593,29801,26686,23806
M86009,ENGLETON HOUSE SURGERY,19013,34902,28033,25615,22462
M86010,FORREST MEDICAL CENTRE,9987,41915,31697,29994,27221
M86011,THE CROSSLEY PRACTICE,3390,33552,27576,24478,20270
M86012,PRIORY GATE PRACTICE,5958,34897,28081,24944,21409
M86013,HOLYHEAD SURGERY,4048,39595,30482,28188,25779
M86014,THE FORUM HEALTH CENTRE,15156,40472,31321,27796,26011
M86015,KENYON MEDICAL CENTRES,11798,39872,31299,28527,25556
M86016,STONEY STANTON MEDICAL CENTRE,4787,33111,27460,23472,19366
M86017,MANSFIELD MEDICAL CENTRE,9796,38660,30611,27476,24607
M86018,MOSELEY AVENUE SURGERY,11213,40616,31255,28103,26304
M86019,WESTWOOD MEDICAL H/CENTRE,5196,42824,30350,29262,26766
M86020,WOOD END HEALTH CENTRE,7761,32658,26620,23565,18932
M86021,SPRINGFIELD MEDICAL PRACTICE,7190,39891,30494,27697,25983
M86022,WALSGRAVE ROAD SURGERY - 1,2731,35038,28596,25358,22054
M86023,BALLIOL ROAD SURGERY,5803,39833,31041,27384,25478
M86026,WILLENHALL  PRIMARY CARE CENTRE - 2,3231,37213,29524,28003,24350
M86027,THE CHEYLESMORE SURGERY,6831,42116,32953,30036,27311
M86028,CENTRAL MEDICAL CENTRE,3520,33548,27832,23235,19372
M86029,BROOMFIELD PARK MED.CTR.,15298,40794,30767,30959,27392
M86030,KENSINGTON ROAD SURGERY,6406,44624,33750,31908,29587
M86032,HOLBROOKS HEALTH TEAM,11610,37794,29785,26092,23429
M86033,WILLENHAL OAK MEDICAL CENTRE,3742,33921,27491,26291,22129
M86034,WOODSIDE MEDICAL CENTRE,7535,41736,29563,29218,26475
M86035,HENLEY GREEN MEDICAL CENTRE,3898,34432,27538,24597,20858
M86037,QUINTON PARK MEDICAL CENTRE,3471,40482,31699,29577,26444
M86038,BREDON AVENUE SURGERY,3607,41840,32755,28746,26545
M86039,ALLESLEY VILLAGE SURGERY,3826,43162,27862,29997,29229
M86040,WALSGRAVE HEALTH CENTRE,5141,41106,31457,28448,26611
M86041,MORRIS AVENUE SURGERY,3564,39237,30706,27181,24995
M86044,PARK HOUSE,3814,36547,29556,26479,23308
M86045,PARADISE MEDICAL CENTRE,7127,34425,28235,23882,20167
M86046,COPSEWOOD MEDICAL CENTRE,4503,41420,32249,28232,26141
M86048,WINDMILL SURGERY,4758,35691,29158,25466,21891
M86604,WYKEN MEDICAL CENTRE,2115,35114,27802,25908,23850
M86605,LIMBRICK WOOD SURGERY,2985,41363,29493,28973,26191
M86607,LONGFORD MEDICAL CENTRE,2415,36548,29631,26042,22793
M86610,DADHANIA SURGERY,1789,35897,29363,26111,22881
M86612,GEORGE ELIOT MEDICAL CENTRE,2493,33123,27478,23459,19307
M86613,GOSFORD GREEN SURGERY,2835,34874,28624,25154,21825
M86617,CITY OF COVENTRY HEALTH CENTRE,2719,35711,28720,25376,22013
M86621,SWANSWELL MEDICAL CENTRE,1493,33147,27137,23996,19995
M86622,GOVIND HEALTH CENTRE,2815,47077,34995,33812,31676
M86624,JUBILEE HEALTH CENTRE,8151,35488,28247,24615,21498
M86627,STOKE ALDERMOOR MED CTRE,4606,36101,28446,25972,22361
M86629,TILE HILL SURGERY,2380,40948,29447,28761,25834
M86633,EDGWICK MEDICAL CENTRE,4378,33531,28125,22457,18764
M86638,WOODWAY MEDICAL CENTRE,5199,41192,31620,28012,25498
M87001,MEADOWBROOK SURGERY,7441,43224,34001,29866,28540
M87002,NORTON MEDICAL PRACTICE,5928,43641,32768,31545,29820
M87003,MOSS GROVE SURGERY,14603,42278,31570,30068,29029
M87005,THREE VILLAGES MEDICAL PRACTICE,9609,39411,31022,28991,26513
M87006,EVE HILL MEDICAL PRACTICE,7057,35118,27796,26396,22359
M87007,THE RIDGEWAY SURGERY,9252,37617,29162,27769,25113
M87008,KINGSWINFORD MEDICAL PRACTICE,7760,39843,30360,28573,26535
M87009,AW SURGERIES,18546,37474,29456,27077,23766
M87010,THE WATERFRONT SURGERY,8226,34741,28183,26054,22233
M87011,LION HEALTH,24650,41460,32104,30401,28341
M87012,THE GREENS HEALTH CENTRE,7662,34060,26661,25530,21302
M87013,HORSELEY HEATH SURGERY,10986,34309,27642,25810,21376
M87014,LAPAL MEDICAL PRACTICE,6772,43738,32998,29592,27622
M87015,LOWER GORNAL MEDICAL PRACTICE,8801,36464,28274,27218,24189
M87016,WOODSETTON MEDICAL CENTRE,6203,35672,28634,26946,24254
M87017,STEPPINGSTONES MEDICAL PRACTICE,8130,32823,26169,25177,20537
M87018,THE SUMMERHILL SURGERY,5807,40097,30636,29024,27013
M87019,THE LIMES SURGERY MEDICAL CENTRE,7508,37816,30262,27497,24455
M87020,FELDON LANE PRACTICE,8697,40621,32074,28273,26144
M87021,COSELEY MEDICAL CENTRE,6829,33612,27451,25983,22770
M87023,WORDSLEY GREEN HEALTH CENTRE,9719,39649,29504,28417,26427
M87024,WYCHBURY MEDICAL GROUP,21408,37888,30050,27092,24113
M87025,CROSS STREET HEALTH CENTRE,4352,33469,26553,25527,21157
M87026,ST JAMES MEDICAL PRACTICE2,5047,33950,27053,26033,21800
M87027,QUARRY BANK MEDICAL CENTRE,3759,36558,29393,26275,23311
M87028,NETHERTON HEALTH CENTRE,7228,33166,26963,24849,21066
M87030,PEDMORE MEDICAL PRACTICE,3792,37910,30325,27731,24721
M87034,CLEMENT ROAD MEDICAL PRACTICE,3358,37653,30074,27045,23837
M87036,BEAN MEDICAL PRACTICE,2180,32832,26126,24222,19537
M87037,NORTHWAY MEDICAL CENTRE,5508,40139,30024,28823,27396
M87041,RANGEWAYS ROAD SURGERY,5164,39092,29220,28121,25876
M87601,KEELINGE HOUSE,6296,31509,25603,25118,20773
M87602,HALESOWEN MEDICAL PRACTICE,9352,41973,32791,29273,27632
M87605,CENTRAL CLINIC,4411,32454,25819,24232,19486
M87612,ST JAMES MEDICAL PRACTICE1,2332,34308,27276,26227,22005
M87617,DR P D GUPTA,2861,33164,26721,24971,20871
M87618,QUINCY RISE SURGERY,3289,42415,31696,29366,26791
M87620,CASTLE MEADOWS SURGERY,5314,42266,33324,29312,26134
M87621,BATH STREET MEDICAL CENTRE,2724,35187,28482,26960,23558
M87623,ALEXANDRA MEDICAL CENTRE,2621,38661,30873,27559,24863
M87625,CRESTFIELD SURGERY,1526,37607,30190,26734,23435
M87628,DR. B. K. PRASHARA,1947,35279,29155,26079,22478
M87629,BILSTON STREET SURGERY,2887,36095,28834,27386,24203
M87634,"DR BASU, ST THOMAS'S MEDICAL CENTRE",1364,31860,25310,24275,19339
M87638,DR. R. M. SHAH,3561,38124,30181,27042,24195
M88001,DR SA AHMED & PARTNERS,6354,31679,26680,24987,20129
M88002,THE SMETHWICK MEDICAL CENTRE,9868,34232,27151,24527,20111
M88003,WARLEY MEDICAL CENTRE,11304,36115,28219,27202,23450
M88004,REGIS MEDICAL CENTRE,15094,35089,28276,26371,22726
M88005,OAKHAM SURGERY,11753,34508,27172,24862,20418
M88006,CAPE HILL MEDICAL CENTRE,11535,32984,26738,23186,18096
M88007,OAKESWELL HEALTH CENTRE,9648,32780,26342,25280,20807
M88008,STONE CROSS MEDICAL CENTRE,5335,33827,27655,25487,21108
M88009,NORVIC FAMILY PRACTICE,8453,34011,27337,24792,20080
M88010,SWANPOOL MEDICAL CENTRE,8354,31911,26654,24784,19616
M88012,CARTERS GREEN MEDICAL CENTRE,10180,31364,25985,24622,19720
M88013,BLACK COUNTRY FAMILY PRACTICE,13375,32173,26161,24682,19731
M88014,DR GUDI PV & PARTNER,4163,32312,26490,25082,20453
M88015,GREAT BARR PRACTICE,9127,39723,30341,28152,25426
M88016,OLD HILL MEDICAL CENTRE,1908,34638,28100,25758,21983
M88018,OLDBURY HEALTH CENTRE,17158,33895,27558,25083,20680
M88019,BEARWOOD ROAD SURGERY,2347,36691,29576,27102,22484
M88020,SHERWOOD HOUSE MEDICAL PRACTICE,12455,40762,32025,29651,25002
M88021,DR PAL P & PARTNER,5835,39603,30428,28237,25409
M88022,JUBILEE HEALTH CENTRE,4452,32508,26041,25078,20511
M88023,CRANKHALL LANE MEDICAL CENTRE,3783,31591,26649,25000,20116
M88024,DR AKHTAR R,3067,40543,31411,28869,25977
M88026,PORTWAY FAMILY PRACTICE,3240,34878,27792,25043,20489
M88030,CHURCH VIEW SURGERY,6338,34857,28236,25901,22178
M88031,ROWLEY HEALTHCARE A,4298,34470,27148,25801,22152
M88032,WHITEHEATH MEDICAL CENTRE,7537,33666,27680,25441,21486
M88035,NEW STREET SURGERY,2901,32067,26472,25187,20513
M88036,DARTMOUTH MEDICAL CENTRE,3225,31190,25728,24208,19253
M88038,LINKWAY MEDICAL PRACTICE,9899,31159,25894,24493,19624
M88040,ST PAUL'S MEDICAL PRACTICE,6485,32626,26035,22818,18216
M88041,HAWTHORNS MEDICAL CENTRE,3544,32399,25338,21308,16686
M88042,BEARWOOD MEDICAL CENTRE,4071,39277,31727,29236,24451
M88043,HADEN VALE SURGERY,5403,35994,28469,26221,22628
M88044,WEST BROM P'SHIPS FOR HEALTH,3732,30911,25597,23662,18879
M88600,THE VICTORIA SURGERY,2516,32904,26668,24813,19732
M88610,SAREPHED MEDICAL CENTRE,3069,31415,25699,23224,18676
M88612,GLEBEFIELDS SURGERY,4261,32014,26740,24825,19680
M88616,GREAT BRIDGE P/SHIP FOR HEALTH,7827,31925,26533,24631,19533
M88618,"WALFORD STREET, TIVIDALE",2169,34047,27407,25000,20141
M88619,DR ARORA RK,6469,31488,26065,24536,19700
M88620,CAUSEWAY GREEN ROAD SURGERY,2225,34703,28417,26504,22397
M88623,PARK HOUSE SURGERY,2288,38221,29459,27417,24271
M88624,YEW TREE SURGERY,4373,36015,28897,25417,21117
M88625,DR BASSAN TS,2339,31260,25923,24492,19545
M88626,DR UI HAQUE N,2092,30644,25674,24090,18881
M88627,DR BHADAURIA BS,2013,32502,25993,25147,20622
M88628,DR SINGH M,2861,31411,25856,24264,19563
M88629,DR HASSOUNA OJAR,1991,32117,26382,24960,20304
M88630,DR AGARWAL NK & PARTNER,5514,33434,27224,24487,19839
M88633,LODGE ROAD SURGERY,3631,32965,26053,22935,18413
M88635,DOG KENNEL LANE SURGERY,1805,33032,26602,25044,20744
M88637,MARSHALL STREET SURGERY,2005,32304,25443,21803,17257
M88639,DR PATHAK ND,2513,30042,25329,23883,18572
M88640,WARLEY ROAD SURGERY,3188,32998,26464,24177,19741
M88643,THE SPIRES HEALTH CENTRE,4595,32628,25953,25024,20483
M88645,HILL TOP MEDICAL CENTRE,10623,35243,27581,26654,22584
M88646,DR DEWAN VK,2183,31045,25790,24444,19530
M88647,ROOD END MEDICAL PRACTICE,2698,32692,26767,24241,19856
M89001,PARKFIELD MEDICAL CENTRE,3135,39817,30668,28684,26180
M89002,KINGSHURST MEDICAL PRACTICE,7137,34272,27108,24714,21215
M89003,MEADOWSIDE FAMILY HEALTH CENTRE,8398,42911,30735,29808,27948
M89004,HASLUCKS GREEN MEDICAL CENTRE,6585,44350,32868,31184,29591
M89005,ST.MARGARETS MEDICAL PRACTICE,7003,47185,32863,32668,30574
M89006,THE BLYTHE PRACTICE,6252,54017,38285,36124,34177
M89007,RICHMOND MEDICAL CENTRE,5604,43629,33087,30047,27731
M89008,BOSWORTH MEDICAL CENTRE,9341,32335,26911,25400,22514
M89009,MANOR HOUSE LANE SURGERY,10097,39877,29665,27546,25351
M89010,DORRIDGE SURGERY,10734,56451,40604,37052,35470
M89011,PARK SURGERY,6890,47460,34098,32201,30485
M89012,CRAIG CROFT MEDICAL CENTRE,10417,33596,27941,25323,22818
M89013,ARRAN MEDICAL CENTRE,5265,33938,26967,24952,21195
M89015,NORTHBROOK HEALTH CENTRE,10740,46467,33325,31485,29167
M89016,BALSALL COMMON & MERIDEN GROUP PRACTICE,12457,53907,36521,36025,33655
M89017,BERNAYS & WHITEHOUSE GROUP PRACTICE,19411,50245,36373,34302,32750
M89019,HOBS MOAT MEDICAL CENTRE,10457,43163,31251,29866,27978
M89020,TANWORTH LANE SURGERY,6632,49058,35718,33388,31600
M89021,COVENTRY ROAD PRACTICE,3673,40215,29283,28504,26142
M89023,YEW TREE MEDICAL CENTRE,7569,48546,33939,34227,32181
M89024,GRAFTON ROAD SURGERY,2822,40327,31172,29452,27080
M89026,THE CASTLE PRACTICE,11617,37050,28765,26988,24113
M89027,GREEN LANE SURGERY,6023,34269,27007,25055,21623
M89028,MONKSPATH SURGERY,12163,57715,38913,37051,35047
M89030,ARDEN MEDICAL CENTRE,4498,54626,38918,36417,34567
M89601,THE JACEY PRACTICE,9409,51247,37002,33992,31946
M89602,CHESTER ROAD SURGERY,3420,35538,28014,25889,22648
M89606,BLOSSOMFIELD SURGERY,2249,50079,35649,33408,31796
M89608,HAMPTON SURGERY,2871,49134,36011,33962,31271
M89609,THE VILLAGE SURGERY,4052,55514,40564,35679,33618
M91003,SINA HEALTH CENTRE,6769,36616,29831,27409,24612
M91004,ST PETER'S SURGERY,9016,31848,26306,23769,19168
M91006,PARKSIDE MEDICAL PRACTICE,3522,35286,29019,27099,23870
M91007,ST JOHN'S MEDICAL CENTRE,10483,37385,29684,28075,24958
M91008,LITTLE LONDON SURGERY,8497,34243,27251,24201,19995
M91009,STREETS CORNER SURGERY,5628,38288,30442,28641,25812
M91010,PORTLAND MEDICAL PRACTICE,8730,41707,32352,30060,27985
M91011,THE LIMES MEDICAL CENTRE,6933,38963,29359,27774,23762
M91013,LOCKFIELD SURGERY,12898,34157,28121,25568,21798
M91014,BRACE STREET HEALTH CENTRE,2963,33682,26913,24172,19896
M91015,LICHFIELD ST SURGERY,8236,37338,28195,27303,22942
M91016,NEW INVENTION HEALTH CENTRE,6197,35605,29193,27133,24225
M91017,NORTHGATE MEDICAL CENTRE,9774,41476,32318,30201,28117
M91018,SADDLERS HEALTH CENTRE,3344,34970,27246,25914,21505
M91019,RUSHALL MEDICAL CENTRE,14127,36506,29249,28016,24878
M91020,SYCAMORE HOUSE MEDICAL CENTRE,4146,41507,30208,29089,25256
M91021,LOCKSTOWN PRACTICE,4964,34505,28243,25741,21978
M91022,HARDEN SURGERY,2594,31768,26289,24222,19984
M91024,DR NAMBISAN SURGERY,2597,36867,28959,27904,25314
M91025,DARLASTON HEALTH CENTRE,3379,31321,26362,24323,19748
M91026,DARLASTON FAMILY PRACTICE,2722,31138,26246,24186,19569
M91028,BERKLEY PRACTICE,4199,32049,26174,25076,21104
M91029,MOSSLEY & DUDLEY FIELDS MEDICAL PRACTICE,3416,31749,25484,25352,20892
M91032,COLLINGWOOD FAMILY PRACTICE,5231,40455,30834,29034,26366
M91033,WILLENHALL MEDICAL CENTRE,3921,34541,28289,25671,21826
M91034,BLOXWICH MEDICAL PRACTICE,4613,32139,26204,25661,21546
M91036,LEAMORE MEDICAL CENTRE,2986,31739,26275,24115,19877
M91602,KHAN MEDICAL PRACTICE,1879,31605,26242,24923,20678
M91604,FIELD ROAD SURGERY,3986,31680,26009,25195,21029
M91609,NEW ROAD MEDICAL CENTRE,1794,35276,29016,27121,23861
M91610,FISHER STREET SURGERY,2430,34789,28277,25603,21555
M91611,BEECHDALE CENTRE,2711,30102,25801,23850,18927
M91612,ST MARY'S SURGERY,2696,31597,25959,25103,20871
M91613,SAI MEDICAL CENTRE,3457,32305,26467,23653,19176
M91614,STROUD PRACTICE,4465,34106,28033,26408,23186
M91616,PLECK HEALTH CENTRE,7608,31992,25877,23585,19217
M91619,BROADWAY MEDICAL CENTRE,3486,36493,28598,25284,21445
M91621,PALFREY HEALTH CENTRE,4183,33075,26666,23433,19215
M91623,LOWER FARM HEALTH CENTRE,2046,33252,26664,26860,22900
M91624,MOXLEY MEDICAL CENTRE,3230,30802,26223,24703,20333
M91625,DR VASUDEVAM-NAIR,3272,33367,26931,24096,19703
M91626,HOLLAND PARK SURGERY,3848,35262,29088,27100,23836
M91628,BRACE STREET HC- KUMAR,2486,34315,27118,24447,20228
M91629,DR AS SURI'S PRACTICE,4416,31679,26309,23844,19196
M91637,BLACKWOOD HEALTH CENTRE,3534,47550,33723,32250,31219
M91639,WALSALL WOOD HEALTH CENTRE,1883,36856,29420,27873,24769
M91640,ROUGH HAY SURGERY,3261,31482,26607,24355,19666
M91641,DR ALI SURGERY,4012,31294,26084,24023,19382
M91642,QUESLETT MEDICAL CENTRE,1261,40157,30670,28595,25945
M91643,KINGFISHER PRACTICE,4719,34061,27805,25660,21814
M91647,PILLAI,4992,31993,26154,25425,21261
M91650,ALL SAINTS SURGERY,4755,32394,26423,25715,21728
M91654,HIGH STREET SURGERY,2549,36782,28903,27778,25068
M91655,COALPOOL SURGERY,4060,31768,26322,24038,19751
M91659,BRACE STREET HEALTH CENTRE,2029,33015,26549,23632,19234
M91660,DARLASTON HEALTH CENTRE,1489,31393,26318,24284,19746
M92001,POPLARS MEDICAL CENTRE,3285,33287,27573,24630,20648
M92002,THE GROUP PRACTICE ALFRED SQUIRE ROAD,8442,34347,28387,26423,23416
M92003,DR SURYANI,1718,32301,27318,25483,20814
M92004,PRIMROSE LANE PRACTICE,2879,33589,27872,25544,21957
M92006,COALWAY ROAD MEDICAL PRACTICE,5284,40089,31260,29185,26486
M92007,LEA ROAD MEDICAL PRACTICE,6440,34955,27975,26540,22626
M92008,CASTLECROFT MEDICAL PRACTICE,12073,41058,31199,30004,27111
M92009,PRESTBURY MEDICAL PRACTICE,13798,34398,27940,26020,22608
M92010,TETTENHALL MEDICAL PRACTICE,11697,43028,30729,30852,28108
M92011,PENN MANOR MEDICAL PRACTICE,11484,41549,31980,29768,27649
M92012,DUNCAN STREET PRIMARY CARE PARTNERSHIP,9396,33486,27180,25162,21168
