PRACTICE_CODE,ORG_NAME,tot_patients_per_PRACTICE_CODE,Practice_code_weighted_tot_of_Total annual income (£),Practice_code_weighted_tot_of_Net annual income (£),Practice_code_weighted_tot_of_Net annual income before housing costs (£),Practice_code_weighted_tot_of_Net annual income after housing costs (£)
N81096,BROOKVALE PRACTICE,8082,34594,27482,26279,22143
N81097,DALLAM LANE MEDICAL CENTRE,2933,36026,27911,26401,23808
N81100,UPTON VILLAGE SURGERY,6582,45590,34695,31437,28928
N81101,THE HANDBRIDGE MED.CTR.,6606,47074,34136,32954,30746
N81102,HOOLE ROAD SURGERY,2053,42872,33014,30724,28200
N81107,MANCHESTER ROAD SURGERY,2914,37529,29464,27646,25493
N81108,THE LAKESIDE SURGERY,10281,52871,40625,35049,33487
N81109,PADGATE MEDICAL CENTRE,6862,38700,30707,28488,26552
N81111,MEREPARK MEDICAL CENTRE,5565,43160,33000,30978,29134
N81112,THE SCHOOLHOUSE SURGERY,4637,46832,35909,32812,30831
N81113,MIDDLEWICH ROAD SURGERY,6626,39723,32074,28502,25852
N81114,BIRCHWOOD MEDICAL CENTRE,11351,39416,31391,29332,25486
N81115,LACHE HEALTH CENTRE,4589,40347,30950,29078,25517
N81117,OLD HALL SURGERY,5594,35665,29126,26401,22908
N81118,MEADOWSIDE MEDICAL CENTRE,7914,41905,32111,30018,27336
N81119,HOUGH GREEN HEALTH PARK,3753,36132,29839,25969,23279
N81120,KELSALL MEDICAL CENTRE,4634,49620,38613,35118,33229
N81121,NORTHGATE VILLAGE SURGERY,6361,41397,32033,29994,27221
N81122,WESTBROOK MEDICAL CENTRE,10222,51188,39644,32844,30371
N81123,WILLOW WOOD SURGERY,6194,37076,29260,27452,23104
N81125,NESTON MEDICAL CENTRE,7381,42159,32966,30809,29027
N81126,FARNDON HEALTH CENTRE,2790,45363,33950,32586,30657
N81127,THE WEAVER VALE SURGERY,8054,37510,29912,27718,23316
N81607,WESTMINSTER SURGERY,2608,32428,26435,24846,20624
N81614,THE SURGERY,3359,47711,36065,33183,32223
N81618,HEATH ROAD MEDICAL CENTRE,2626,36520,28896,26952,23968
N81619,OAKS PLACE SURGERY,3093,32832,27709,25177,22506
N81623,STRETTON MEDICAL CENTRE,3093,55686,42724,35463,33880
N81624,THE ROOKERY SURGERY,3465,47177,35585,33802,31661
N81625,WEST BANK MEDICAL CENTRE,2542,30965,26598,24438,21685
N81626,WESTERN AVE MEDICAL CTRE,3893,30836,26252,24304,21164
N81628,THE ERIC MOORE PARTNERSHIP,8372,34784,26827,25654,22833
N81632,BROKEN CROSS SURGERY,5753,42227,33735,30256,27774
N81634,CCA CARE PARTNERSHIP,13097,51566,40058,33369,31410
N81637,COCKHEDGE MEDICAL CENTRE,2995,34999,26807,25961,23324
N81642,WATERS EDGE MEDICAL CENTRE,4750,44256,33618,30381,28108
N81645,4 SEASONS MEDICAL CENTRE,2692,32659,25613,24440,21555
N81651,UPTON ROCKS PRIMARY CARE,3015,46284,36034,30668,28654
N81655,ST WERBURGH'S MEDICAL PRACTICE HOMELESS,335,37127,29304,28585,25372
N82001,THE MARGARET THOMPSON MED CENTRE,5776,30719,24261,24076,19856
N82002,YEW TREE CENTRE,4130,29364,24798,22993,18450
N82003,DOVECOT HEALTH CENTRE,3415,29880,25809,23346,20094
N82004,GARSTON URBAN - SSP HEALTH LIMITED,2808,30351,26128,24188,21950
N82009,GRASSENDALE MEDICAL CENTRE,8071,41445,32527,29585,28303
N82011,PRIORY MEDICAL CENTRE,11694,25948,22583,22123,17927
N82014,LANCE LANE MEDICAL CENTRE,7112,36661,29742,27989,25365
N82018,ELLERGREEN MEDICAL CENTRE,12053,29728,25079,23528,18853
N82019,LANGBANK MEDICAL CENTRE,4672,29425,24756,23457,19027
N82022,EDGE HILL HEALTH CENTRE,8579,26275,22707,22312,18237
N82024,EATON ROAD MEDICAL CENTRE,12300,35950,29347,26554,24244
N82026,PENNY LANE SURGERY,6204,40311,32380,29897,28398
N82033,DINGLE PARK PRACTICE,4577,28659,23562,23592,18804
N82034,THE VILLAGE SURGERY,6099,31792,27057,24904,22992
N82035,MATHER AVENUE SURGERY,9003,38784,31184,28279,26802
N82036,NETHERLEY - SSP HEALTH LIMITED,4064,29652,24991,23811,19696
N82037,WESTMORELAND GP CENTRE,12874,33152,26778,24627,21924
N82039,STORRSDALE MEDICAL CENTRE,2786,43241,34167,30683,29809
N82041,OAKVALE MEDICAL CENTRE,6478,36039,29159,27318,25145
N82046,DR M FLYNN'S PRACTICE,7875,31129,25611,24277,21560
N82048,WALTON MEDICAL CENTRE,6700,26570,23277,21893,18414
N82049,WESTMINSTER MEDICAL CENTRE,5215,26282,22756,21497,17489
N82050,GATEACRE MEDICAL CENTRE,2201,32129,26594,25329,22431
N82051,BREEZE HILL - SSP HEALTH LIMITED,2179,26636,23364,22422,18629
N82052,TOWNSEND MEDICAL CENTRE,3645,28519,23885,23079,19127
N82053,AINTREE PARK,14375,34364,27948,25398,23405
N82054,ABERCROMBY FAMILY PRACTICE,5958,27442,22310,22410,17722
N82058,ROCK COURT SURGERY,4665,30865,25117,24662,21250
N82059,THE SURGERY,4659,36919,29106,27774,25503
N82060,STANLEY - SSP HEALTH LIMITED,3173,24986,22459,21374,17312
N82062,FULWOOD GREEN MEDICAL CTR,6653,39321,30306,29186,26639
N82065,EARLE ROAD MEDICAL CENTRE,4207,26584,22159,21688,18083
N82066,WOOLTON HOUSE MEDICAL CTR,9305,38279,30143,28675,27231
N82067,DR B DAS' PRACTICE,3355,25585,22531,21724,17704
N82070,THE ELMS MEDICAL CENTRE,8055,32297,25840,25509,21843
N82073,THE ASH SURGERY,6469,40400,31011,29700,27713
N82074,DR RP AGARWAL'S PRACTICE,9643,30943,25285,24662,21269
N82076,PRINCES PARK - SSP HEALTH LIMITED,6925,27056,20841,21557,16835
N82077,D.K. SHAH,2775,27484,23840,22557,18688
N82078,J.W. ROBERTS,3606,25945,22842,21712,17605
N82079,GREENBANK ROAD SURGERY,6311,35960,28682,27401,25111
N82081,ISLINGTON HOUSE MEDICAL CENTRE,2283,28629,23533,23183,18687
N82082,DR PRASAD'S PRACTICE,4489,32479,25111,25643,20121
N82083,JUBILEE MEDICAL CENTRE,7861,33053,27415,24786,21237
N82084,GATEACRE BROW SURGERY,7131,35826,28703,27418,25432
N82086,ABINGDON FAMILY HEALTH CARE CENTRE,2126,28300,24231,23499,19272
N82087,GILMOSS,2700,30173,25525,23803,19478
N82089,PICTON N'HOOD HEALTH & CHILDREN'S CENTRE,2570,26576,21854,21544,17698
N82090,GREEN LANE MEDICAL CENTRE,9186,29991,24710,23351,20256
N82091,"DR MAHADANA, RIVERSIDE CENTRE FOR HEALTH",2258,28944,23790,23773,18986
N82092,THE VALLEY MEDICAL CENTRE,7972,39422,31636,28423,26720
N82093,DR PL GUPTA'S PRACTICE,3502,31198,25453,24644,21454
N82094,BELLE VALE HEALTH CENTRE,7471,33134,27491,25621,22776
N82095,ALBION SURGERY,3162,24817,22503,21557,17326
N82097,THE GREY ROAD SURGERY,5377,27369,24011,22412,19006
N82099,MERE LANE GROUP PRACTICE,6266,24742,22619,21595,17295
N82100,THE FIVEWAYS - SSP HEALTH LIMITED,3393,42617,33913,30244,29249
N82101,KIRKDALE,3245,25147,22433,21345,17145
N82103,ANFIELD GROUP PRACTICE,4412,26746,22952,22482,18358
N82104,DR EA BAINBRIDGE'S PRACTICE,4338,31206,25221,24665,21434
N82106,THE VILLAGE MEDICAL CTRE,3561,38211,30093,28673,27280
N82107,DR SN SINGH'S PRACTICE,1554,42068,33579,30511,29423
N82108,RUTHERFORD MEDICAL CENTRE,6863,42546,34110,30800,29587
N82109,SPEKE HC - DR THAKUR,3054,30478,24856,24134,20352
N82110,LONG LANE,7858,30813,25367,23828,19178
N82113,FAIRFIELD MEDICAL CENTRE,4038,25209,21919,21568,17335
N82115,VAUXHALL HEALTH CENTRE,6593,25646,23039,21940,17920
N82116,HUNTS CROSS HEALTH CTR,6138,35787,28712,27265,24988
N82117,BROWNLOW GROUP PRACTICE,31860,33498,25376,26207,20903
N82617,MARYBONE - SSP HEALTH LIMITED,4768,42037,29170,29964,23074
N82621,SPEKE HC - DR MANGARAI,2487,30116,23937,23741,19464
N82623,ROBSON STREET - SSP HEALTH LIMITED,1908,24631,22725,21611,17269
N82633,KNOTTY ASH MEDICAL CENTRE,2167,31537,26489,24339,21492
N82641,SANDRINGHAM MEDICAL CENTRE,7065,33198,26004,26296,22557
N82645,KENSINGTON PARK - SSP HEALTH LIMITED,4456,24357,21780,21399,16893
N82646,DR HEGDE & JUDE'S PRACTICE,9569,28062,23186,22809,18809
N82647,QUEENS DRIVE,2233,27998,24110,23512,19262
N82648,POULTER RD,1444,32111,26080,24313,21851
N82650,SPEKE HC - DR CHOUDHARY,2472,29875,23867,23643,19350
N82651,DR VA HARVEY'S PRACTICE,1763,25928,22978,21806,17847
N82655,MOSS WAY,2544,30065,25487,23733,19221
N82657,DHARMANA'S FAMILY & GENERAL PRACTICE,2425,27450,23798,22877,19072
N82659,BAYCLIFFE FAMILY HEALTH CENTRE,343,31659,26212,24198,20238
N82662,DUNSTAN VILLAGE GROUP PRACTICE,5840,26923,21948,21714,17850
N82663,DR K PRAMANIK'S PRACTICE,3159,31730,26465,24470,21257
N82664,ROCKY LANE MEDICAL CENTRE,3925,38501,31128,28195,26906
N82665,EVERTON ROAD - SSP HEALTH LIMITED,4842,25282,22565,21699,17420
N82668,WALTON VILLAGE MEDICAL CENTRE,1920,26755,23274,22451,18681
N82669,GREAT HOMER STREET MEDICAL CENTRE,2552,25693,23007,21887,17938
N82670,PARK VIEW - SSP HEALTH LIMITED,3386,27881,23388,22609,19032
N82671,DR SN RAMAMOORTHY'S PRACTICE,3074,24532,21802,21242,16927
N82676,FIR TREE,4035,38595,30665,26660,25158
N82678,STOPGATE,2312,28833,24475,23643,19034
N83001,RAINBOW MEDICAL CENTRE,13822,34538,26611,24878,22190
N83002,PATTERDALE LODGE MED CTRE,12001,36321,28489,27098,23973
N83003,ORMSKIRK HOUSE SURGERY,8091,34212,27002,25276,22811
N83005,MARKET STREET,8174,36285,28482,27104,23945
N83006,PHOENIX MEDICAL CENTRE,3464,34235,27144,25339,23024
N83007,LINGHOLME HEALTH CENTRE,2054,33977,26774,25126,22615
N83008,BERRYMEAD FAMILY MED.CTR.,7946,32335,25554,24364,20903
N83009,WINGATE MEDICAL CENTRE,12269,30277,25730,23626,19416
N83010,RAINHILL VILLAGE SURGERY,6769,39121,30895,28386,27167
N83012,MILL STREET MEDICAL CTR.,8993,35715,28197,26122,23997
N83013,DR KINLOCH & PARTNER,5169,35484,28392,27039,24478
N83014,DINAS LANE MEDICAL CENTRE,9622,32333,26822,24070,21534
N83015,BLUEBELL LANE SURGERY,4067,30192,25412,23188,19922
N83016,THE ACORN PROJECT,1320,33018,25710,24375,21485
N83017,HALL STREET MEDICAL CENTRE,3874,33709,26867,25031,22639
N83018,DR PL JONES' PRACTICE,8719,29882,24800,22888,19487
N83019,BILLINGE MEDICAL PRACTICE,10540,40223,31413,29017,28201
N83020,HAYDOCK MEDICAL CENTRE,7481,34892,27725,25920,23360
N83021,FOUR ACRE HEALTH CENTRE,8008,34620,26541,24695,22046
N83022,LIME GROVE SURGERY,7932,33522,26772,25181,22198
N83023,PARK HOUSE SURGERY,7401,31089,25304,23801,20909
N83024,PARK HOUSE MEDICAL CENTRE,7392,35710,28194,26428,23898
N83025,CORNERWAYS MEDICAL CENTRE,3171,27894,24238,21815,17853
N83026,PARKFIELD SURGERY,2616,34082,26976,25305,22784
N83027,CENTRAL SURGERY,5993,36443,28808,26590,24593
N83028,ASTON HEALTHCARE LIMITED,25413,34287,27497,25487,22732
N83030,DR M SUARES' PRACTICE,4750,33558,27782,25037,23113
N83031,ROSEHEATH SURGERY,2268,34037,27572,26548,23320
N83032,MILLBROOK MEDICAL CENTRE,11211,30968,25959,24072,20316
N83033,DR RI KING'S PRACTICE,6302,30360,25182,23954,20030
N83035,THE SPINNEY MEDICAL CTR.,6873,35855,27616,25529,23165
N83041,RAINFORD HEALTH CENTRE,4819,41656,31712,29953,29565
N83043,LONGVIEW MEDICAL CENTRE,3976,32555,26302,24105,20648
N83045,NEWTON MEDICAL CENTRE,4072,35370,27845,26565,23379
N83047,DR S SINGH'S PRACTICE,3707,38948,29735,27473,25569
N83049,KENNETH MACRAE MED CENTRE,3757,41571,31758,29860,29304
N83050,THE BOWERY MEDICAL CENTRE,3874,35975,27428,25257,22819
N83053,LONGTON MEDICAL CENTRE,5102,38199,30167,27794,26420
N83054,BETHANY MEDICAL CENTRE,3548,35428,28090,26158,24010
N83055,TRENTHAM MEDICAL CENTRE,4671,30584,25872,24114,20177
N83056,PRINCESS DRIVE MEDICAL CENTRE,3117,29630,25030,22946,18668
N83057,FAMILY HEALTH CENTRE,3791,31313,26282,24457,20779
N83060,HOLLY BANK SURGERY,3772,31953,25702,24130,21378
N83601,THE MACMILLAN SURGERY,2661,30351,25397,23911,19922
N83603,PRESCOT MEDICAL CENTRE,5272,35230,27900,26130,23389
N83604,CORNERSTONE SURGERY,2568,32550,26174,24518,21925
N83605,HOLLIES MEDICAL CENTRE,3610,36895,29091,27437,25059
N83608,DR MAASSARANI & PARTNERS,7924,33741,27975,25257,22319
N83609,CEDAR CROSS MEDICAL CENTRE,3085,35185,28085,25885,23086
N83610,COLBY MEDICAL CENTRE,2125,31182,25970,23743,20491
N83611,MK & NN RAHMAN,2760,34098,27190,25478,22353
N83612,ST JOHN'S SURGERY,2940,34488,26861,24973,22408
N83614,ECCLESTON MEDICAL CENTRE,2528,41240,32320,29216,27438
N83619,ROBY MEDICAL CENTRE,1874,36965,29673,26651,26067
N83620,SANDFIELD MEDICAL CENTRE,2886,33907,26570,25006,23159
N83621,HILLSIDE HOUSE SURGERY,3073,29134,24841,22670,19621
N83622,PRIMROSE MEDICAL PRACTICE,2486,27872,24087,22164,18862
N83624,DR RAHIL'S SURGERY,2897,33672,27145,25238,22832
N83628,NEWTON COMMUNITY HOSPITAL PRACTICE,2847,36066,28187,26814,23849
N83633,NUTGROVE VILLA SURGERY,3552,32663,26516,24252,21194
N83635,THE CROSSROADS SURGERY,3066,38623,30493,28000,26720
N83636,LANCASTER HOUSE MED.CTR.,3514,34176,26905,25239,22809
N83637,NEWHOLME SURGERY,3509,34160,27128,25364,22990
N84001,42 KINGSWAY,6477,38856,30874,28233,26396
N84002,AINTREE ROAD MEDICAL CENTRE,2424,29396,24623,22900,19334
N84003,HIGH PASTURES SURGERY,11080,39656,31962,28691,28077
N84004,GLOVERS LANE SURGERY,7491,30891,25615,23531,20281
N84005,CUMBERLAND HOUSE SURGERY,9201,34557,27850,26278,23286
N84006,CHAPEL LANE SURGERY,8012,44460,35377,31862,30961
N84007,LIVERPOOL RD MEDICAL PRACTICE,5287,34145,27898,25573,22944
N84008,NORWOOD SURGERY,8985,34521,27557,26172,23734
N84009,AZALEA SURGERY,3291,37558,30108,27441,25429
N84010,MAGHULL HEALTH CENTRE (DR SAPRE),2869,38894,31316,28211,27438
N84011,EASTVIEW SURGERY,6928,37120,29842,27239,25170
N84012,AINSDALE MEDICAL CENTRE,12581,39969,31172,29009,27056
N84013,CURZON ROAD MEDICAL PRACTICE,4823,34378,27726,26118,23319
N84014,AINSDALE VILLAGE SURGERY,2930,38293,30382,28177,25855
N84015,BOOTLE VILLAGE SURGERY,6138,28583,24046,22665,18973
N84016,MOORE STREET MEDICAL CENTRE,7114,28109,23885,22815,18803
N84017,CHURCHTOWN MEDICAL CENTRE,10922,35680,27922,26816,24926
N84018,THE VILLAGE SURGERY FORMBY,9605,45081,35746,32117,31200
N84019,OLIVER - NORTH PARK APMS,6342,29187,24644,23148,19469
N84020,BLUNDELLSANDS SURGERY,10258,40692,31897,29467,27939
N84021,ST MARKS MEDICAL CENTRE,15663,32495,26436,25276,22185
N84023,BRIDGE ROAD MEDICAL CENTRE,7464,29319,25151,23506,20051
N84024,GRANGE SURGERY,9753,37684,29576,28468,26056
N84025,WESTWAY MEDICAL CENTRE,7013,39551,31892,28563,28018
N84026,CROSBY - SSP HEALTH LIMITED,3049,40641,31956,29371,27885
N84027,ORRELL PARK MEDICAL CENTRE,3877,31818,25857,24073,21488
N84028,THE STRAND MEDICAL CENTRE,7246,28035,23713,22511,18674
N84029,FORD MEDICAL PRACTICE,5980,30288,25864,23931,20456
N84034,PARK STREET SURGERY,5767,28043,23613,22288,18509
N84035,15 SEFTON ROAD,4709,30980,26396,24181,21360
N84036,FRESHFIELD SURGERY,2974,46076,36082,32590,31490
N84037,LINCOLN HOUSE SURGERY,2086,37553,29778,27909,25162
N84038,CONCEPT HOUSE SURGERY,4897,29041,24693,22965,19567
N84041,KINGSWAY SURGERY,4648,38598,30719,27963,26139
N84043,SEAFORTH SSP HEALTH LTD,1790,26714,23270,22513,18340
N84605,LITHERLAND - SSP HEALTH LIMITED,2686,30907,26379,24047,21400
N84611,ROE LANE SURGERY,2508,35023,27657,26415,24198
N84613,THE CORNER SURGERY (DR MULLA),3841,36247,28108,26973,25379
N84614,THE MARSHSIDE SURGERY (DR WAINWRIGHT),2603,36142,28105,26981,25274
N84615,RAWSON ROAD MEDICAL CENTRE,2320,29706,25320,23530,20605
N84617,KEW SURGERY,3699,35431,28460,26787,24086
N84618,THE HOLLIES,4675,44805,35607,31979,31099
N84621,THORNTON - SSP HEALTH LIMITED,2514,36388,29496,27044,25143
N84622,MAGHULL HEALTH CENTRE (DR THOMAS),1931,39671,31920,28584,28062
N84624,MAGHULL HEALTH CENTRE,1875,39202,31594,28408,27745
N84625,THE FAMILY SURGERY,4074,37046,29343,27862,25268
N84626,HIGHTOWN - SSP HEALTH LIMITED,2081,39411,31531,28486,27695
N84627,CROSSWAYS SSP HEALTH LTD,2648,39466,31234,28547,26875
N84630,NETHERTON - SSP HEALTH LIMITED,2310,30800,25540,23453,20160
N85001,TG MEDICAL CENTRE_ZIA A,3831,45593,34608,32456,31508
N85002,MARINE LAKE MEDICAL PRACTICE,16817,45432,34524,32377,31339
N85003,ALLPORT MEDICAL CENTRE_WALTON H,4347,39267,31738,28710,27184
N85005,EASTHAM GROUP PRACTICE_BUSH KJ,11757,39628,31905,28927,27562
N85006,CIVIC MEDICAL CENTRE,9721,40308,31828,28693,27306
N85007,HESWALL & PENSBY GROUP PRACTICE,12606,44845,34986,32928,31294
N85008,WEST WIRRAL GROUP PRACTICE_JOHNSTON AR,13505,43557,34103,31981,30460
N85009,COMMONFIELD RD SURGERY_BRODBIN C,5332,32196,26627,24603,21011
N85012,ST.GEORGES MED CTR_RUDNICK S,9556,33242,26956,25795,22805
N85013,UPTON GROUP PRACTICE_PARTRIDGE T,8050,36467,29502,27711,25103
N85014,TOWNFIELD HEALTH CENTRE_LEE YWA,6490,36859,29417,27233,24409
N85015,DEVANEY MED CTR_BATES JW,8156,33933,26828,26086,22673
N85016,RIVERSIDE SURGERY_WILLIAMS RM,7443,31945,26294,24813,21018
N85017,CAVENDISH MEDICAL CENTRE_MELVILLE JA,5140,30984,25419,24291,19743
N85018,VILLA MED CTR_COOKSON NMP,5801,37605,30534,27593,25341
N85019,WHETSTONE LANE MED CTR_PLEASANCE CM,8459,29078,24079,23596,19149
N85020,VICTORIA PARK PRACTICE,7427,31381,25998,24598,20959
N85021,HAMILTON MED CTR_JAYAPRAKASAN CA,2328,28444,23730,23067,18211
N85022,HOLMLANDS MED CTR_SRIVASTAVA P,3219,37458,30051,27355,24833
N85023,MANOR HEALTH CTR_MAGENNIS SPM,5806,33105,27075,25605,22537
N85024,SOMERVILLE MED CTR_SMYE RA,8216,30115,24715,24108,20095
N85025,ST HILARY GROUP PRACTICE_KINGSLAND JP,5456,35294,28642,26722,24060
N85027,CENTRAL PARK MEDICAL CENTRE_MUKHERJEE SK,10827,30868,25512,24437,20798
N85028,MORETON CROSS GROUP PRACTICE_ALMAN R,7221,34154,27765,25937,23084
N85029,FENDER WAY HEALTH CTR_REAM JE,3749,31673,26930,24880,19557
N85031,GLADSTONE MED CTR_SALAHUDDIN M,4634,29894,24885,23883,19673
N85032,GREASBY GROUP PRACTICE_COPPOCK PJ,7413,41176,32950,30229,30072
N85034,PARKFIELD MED CTR_HAWTHORNTHWAITE EM,5994,35433,28569,26515,23574
N85037,HEATHERLANDS MED CTR_CAMPHOR IA,4280,31679,26700,24848,20200
N85038,VITTORIA MEDICAL CENTRE_EDWARDS RW,4954,28770,23872,23163,18229
N85040,MORETON HEALTH CENTRE_WRIGHT JEM,6131,34069,27699,25912,22998
N85041,GREENWAY SURGERY_DOW SC,8140,31447,25821,24812,21131
N85044,CLAUGHTON MEDICAL CENTRE_TAYLOR B,10222,34419,27864,26146,22477
N85046,HOYLAKE RD MED CTR_ALI A,4052,35566,28731,26890,24497
N85047,ORCHARD SURGERY_LANNIGAN BG,5334,38893,31370,28409,26635
N85048,MORETON MEDICAL CENTRE_PEREIRA A,5575,34261,27835,26098,23255
N85051,PARKFIELD MEDICAL CENTRE_RAYMOND CJ,7509,34617,28007,26124,22930
N85052,GROVE RD SURGERY_TANDON R,2446,35648,28962,27086,24471
N85053,FIELD RD HEALTH CTR_DOWNWARD DC,3420,32812,26616,25567,22468
N85054,KINGS LANE MEDICAL PRACTICE_KERSHAW D,4569,39897,31690,28204,26780
N85057,TEEHEY LANE SURGERY_SAGAR A,2117,38705,30877,27874,26196
N85058,SILVERDALE MED CTR_HENNESSY TD,4617,46755,36383,34073,32394
N85059,HOYLAKE & MEOLS MEDICAL CENTRE_WIGHT JA,5607,43238,33346,31378,29619
N85616,LISCARD GROUP PRACTICE_STAPLES B,4085,31018,25592,24568,21066
N85617,SPITAL SURGERY_FRANCIS GG,4266,44048,34614,30802,30135
N85619,EARLSTON AND SEABANK MEDICAL CENTRE,4305,33226,26983,25604,22499
N85620,THE VILLAGE MEDICAL CENTRE,7184,35311,28651,26848,24045
N85625,MANTGANI AB & PARTNERS (MIRIAM-PC892),5570,29737,24686,23348,18358
N85629,EGREMONT MED CTR_HICKEY JJM,4608,28133,23857,23042,18909
N85633,CHURCH ROAD MEDICAL PRACTICE_PATWALA DY,2739,39399,31259,28291,26734
N85634,VITTORIA MED CTR_KARYAMPUDI RS,1500,29045,24103,23355,18466
N85640,LEASOWE PRIMARY CARE CENTRE,3036,33519,26870,24785,20771
N85643,PRENTON MEDICAL CENTRE_MURUGESH V,1736,38285,30473,27713,25478
N85648,BLACKHEATH MED CTR_QUINN BNE,2912,35326,28060,25937,22289
P81002,DALTON SQUARE PRACTICE,12560,39477,29758,28107,25310
P81003,ST JAMES' MEDICAL CENTRE,11062,39735,30506,28694,25724
P81004,ELIZABETH STREET SURGERY,4849,27407,22043,22467,17836
P81005,LITTLE HARWOOD HEALTH CENTRE,11360,33488,27331,24200,22000
P81006,WINDSOR SURGERY,10966,41801,32307,30097,28477
P81008,YORKSHIRE STREET MEDICAL CENTRE,5886,31386,25593,24606,21168
P81010,WITHNELL HEALTH CENTRE,5351,46391,35493,31805,30901
P81011,MEADOWSIDE MEDICAL PRACT,7186,39926,30227,28390,25805
P81013,QUEEN SQUARE MEDICAL PRACTICE,13387,41310,30792,28816,26449
P81014,ORMSKIRK MEDICAL PRACTICE,8424,41434,32149,29453,28517
P81015,LYTHAM ROAD SURGERY,10718,41993,33264,29555,27957
P81016,WATERLOO MEDICAL CENTRE,11009,27502,22334,22661,18218
P81017,WHALLEY MEDICAL CENTRE,12396,45616,36764,31486,31402
P81018,ST FILLAN'S MEDICAL CTRE,8856,44229,35533,30366,28977
P81020,ST. NICHOLAS GROUP PRACTICE,9106,30909,25046,24238,20637
P81022,WITTON MEDICAL CENTRE,10362,34316,27464,25049,22837
P81025,THE RICHMOND HILL PRACTICE,10283,32250,25727,25974,22127
P81027,IRWELL MEDICAL PRACTICE,14268,32752,24950,25047,21188
P81028,MANCHESTER ROAD SURGERY,4698,30795,24800,23960,20356
P81029,ASH TREES SURGERY,14958,40901,31581,30333,28624
P81031,POPLAR HOUSE SURGERY,8561,36090,28189,28033,25584
P81032,REEDYFORD HLTH CARE GROUP,10615,31161,25372,24559,20774
P81033,COPPULL MEDICAL PRACTICE,7843,35333,28721,26573,24828
P81035,COLNE ROAD SURGERY,4443,27992,23483,22469,18627
P81036,PEEL HOUSE MEDICAL PRACTICE,14632,31752,24937,24360,21628
P81037,ANSDELL MEDICAL CENTRE,9013,38854,29370,29304,27521
P81038,CHORLEY HEALTH CENTRE - BAMFORD,5361,36228,28628,27177,24479
P81039,MANOR PRIMARY CARE,5353,32279,26130,24641,19362
P81040,LONGTON HEALTH CENTRE,10914,43343,34642,30946,29380
P81041,PARKGATE SURGERY,6254,41940,32562,29762,28865
P81042,ADELAIDE STREET SURGERY,10778,27234,21868,22763,17892
P81043,SOUTH KING STREET MEDICAL CENTRE,6308,27069,21696,22338,17632
P81044,LIBRARY HOUSE SURGERY,16497,36349,28778,27262,24553
P81045,THE ELMS PRACTICE,7123,41811,32487,29522,28594
P81046,PARK VIEW SURGERY,5449,29805,23489,24167,19144
P81047,PARKSIDE SURGERY,9658,32802,26330,25183,21899
P81051,DR DM ANDREWS' PRACTICE,12243,35298,27762,26026,23045
P81053,BRIERCLIFFE SURGERY,7778,33951,27640,26170,23187
P81054,MARTON MEDICAL PRACTICE,8635,30813,24152,24258,20162
P81055,BERRY LANE MEDICAL CENTRE,9449,44216,34758,30468,29464
P81056,ROSEBANK SURGERY,10805,39804,30844,28915,26130
P81057,WORDEN MEDICAL CENTRE,12794,38708,30375,27798,25052
P81058,ST GEORGES SURGERY,8518,32860,27187,24099,21464
P81059,GREAT ECCLESTON HLTH CTR,7434,41457,33012,29804,27461
P81061,DR A CALOW'S PRACTICE,5086,33312,26916,24541,22157
P81062,REGENT HOUSE SURGERY,8268,36570,28869,27297,24601
P81063,ST PAULS MEDICAL CENTRE,11154,27714,23034,22912,18261
P81064,KING STREET SURGERY,19457,40712,31459,29694,26279
P81065,EDWARD STREET SURGERY,7970,36846,28826,28412,25249
P81066,LAYTON MEDICAL CENTRE,6374,29967,23828,23705,19640
P81067,THE HEALTHCARE CENTRE,13693,39440,31163,27793,25572
P81069,PENDLESIDE MEDICAL PRACT,9667,39592,32324,29777,27911
P81070,PENDLE VIEW MEDICAL CTRE,6398,34601,27573,25430,21816
P81071,THE NEW HALL LANE PRACTICE,7324,29747,23872,22360,18719
P81072,GLENROYD MEDICAL CENTRE,14852,30777,24194,24313,20608
P81073,CLEVELEYS GROUP PRACTICE,10838,31823,25315,25333,22737
P81074,HIGHFIELD SURGERY,14040,30869,24308,24382,20770
P81076,SANDY LANE SURGERY,11610,39670,30927,28252,25769
P81077,HOLLAND HOUSE SURGERY,10752,41074,30696,30457,28730
P81078,BARNOLDSWICK MED CTR,11560,36103,28528,28505,25249
P81079,THE THORNTON PRACTICE,9555,35709,27990,27171,24609
P81081,ARNOLD MEDICAL CENTRE,4460,31168,24489,24486,20939
P81082,THE RYAN MEDICAL CENTRE,10445,38749,30467,28161,26076
P81083,ROSLEA SURGERY,8622,38655,30495,28217,26102
P81084,HALL GREEN SURGERY,7100,39113,30797,28449,26363
P81085,YORK BRIDGE SURGERY,7114,31752,24981,24674,22007
P81086,BROADWAY MEDICAL CENTRE,10062,32086,25819,24423,20487
P81087,THE OVER-WYRE MED.CTR.,11110,33784,26734,26000,24038
P81088,WHITWORTH MEDICAL CENTRE,7024,35110,27716,26812,23121
P81089,THE MOUNT VIEW PRACTICE,12045,31219,25171,24056,20137
P81091,OWEN ROAD SURGERY,9013,34640,26490,25700,23252
P81092,THE CRESCENT SURGERY,8537,32158,25530,25487,22902
P81093,THE GEOFFREY STREET SURGERY,1917,29744,23801,22412,18772
